nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category
580,174804.858014027,163764.91514026,226361.698610012,Pasture,2-3 kHz
590,191306.118518054,189424.532210722,219902.397961802,Pasture,2-3 kHz
600,168371.533109096,189263.578470152,209810.921238631,Natural_Regeneration,2-3 kHz
610,107967.428096439,134420.07070909,129629.412036354,Natural_Regeneration,2-3 kHz
620,132222.384671758,139387.758856885,155215.681286439,Natural_Regeneration,2-3 kHz
630,123390.490984943,142842.605897047,191328.118509254,Natural_Regeneration,2-3 kHz
640,117578.197665036,163678.141312472,165735.083865796,Natural_Regeneration,2-3 kHz
650,126210.078338781,166324.781993981,173452.300895617,Natural_Regeneration,2-3 kHz
660,122330.849943233,146888.36248499,149847.341506562,Natural_Regeneration,2-3 kHz
670,106023.606761071,134852.419420954,173242.103806,Natural_Regeneration,2-3 kHz
680,116867.76864062,117513.623050839,160252.171231427,Natural_Regeneration,2-3 kHz
690,94605.1146449121,96774.4015739104,158565.32257061,Natural_Regeneration,2-3 kHz
700,123587.890843612,119519.888308468,167099.855980276,Pasture,2-3 kHz
710,115546.558811812,142980.982265734,131482.054921296,Natural_Regeneration,2-3 kHz
720,135798.811179249,140554.367431896,139106.362064148,Natural_Regeneration,2-3 kHz
730,85950.9595806129,102423.129898834,115838.751333581,Natural_Regeneration,2-3 kHz
740,108146.508093562,135709.274237807,137947.874004376,Natural_Regeneration,2-3 kHz
750,80958.1395230014,105852.53006627,135203.294498052,Natural_Regeneration,2-3 kHz
760,83319.8758332358,99224.854562001,141418.026803363,Natural_Regeneration,2-3 kHz
770,95740.7002497147,105296.60769599,118962.661088291,Natural_Regeneration,2-3 kHz
780,69417.7096242056,73796.447702562,103131.121384737,Natural_Regeneration,2-3 kHz
790,41425.1911322024,65976.2200090496,83120.1781450594,Natural_Regeneration,2-3 kHz
800,44836.5527206914,85601.5973572841,103431.514836024,Natural_Regeneration,2-3 kHz
810,79743.1531748776,90072.9110418135,123270.187743104,Natural_Regeneration,2-3 kHz
820,87210.6346140659,100432.478726382,115026.593829077,Natural_Regeneration,2-3 kHz
830,86758.3853527931,107464.974001308,121168.118007408,Natural_Regeneration,2-3 kHz
840,73788.5885191613,74279.4363215173,120043.925573256,Natural_Regeneration,2-3 kHz
850,94955.6511759209,80745.8918141136,129719.819799166,Pasture,2-3 kHz
860,103113.404870248,57738.1340580348,128982.761504431,Pasture,2-3 kHz
870,95937.4937768217,47688.3835771538,113848.554873715,Pasture,2-3 kHz
880,91631.8850567194,51079.8993488329,127398.778814843,Pasture,2-3 kHz
890,88553.9206117508,50998.2424533439,139121.659203411,Pasture,2-3 kHz
900,74399.6392962419,36873.6816986187,127336.402213892,Pasture,2-3 kHz
910,51337.6397492842,73658.9094158082,106567.770956369,Natural_Regeneration,2-3 kHz
920,76777.2541102725,51736.0117032169,140466.499009076,Pasture,2-3 kHz
930,52267.2445572795,58718.508513913,105563.842273982,Natural_Regeneration,2-3 kHz
940,78945.1625832163,89312.733830016,91185.427284114,Natural_Regeneration,2-3 kHz
950,104403.097483446,102896.337028646,151808.777817539,Pasture,2-3 kHz
960,88281.7971659425,89933.6460574003,132423.992296685,Natural_Regeneration,2-3 kHz
970,79691.1741931266,85449.8499266409,119437.643598348,Natural_Regeneration,2-3 kHz
980,78414.7243363863,79082.0464845874,111337.767091498,Natural_Regeneration,2-3 kHz
990,81531.2647500909,77096.7257809048,105675.548555259,Pasture,2-3 kHz
1000,97051.8187304419,73281.3275502803,123856.700269667,Pasture,2-3 kHz
1010,54187.8999376951,58047.628685319,120783.046068805,Natural_Regeneration,2-3 kHz
1020,57503.5621496923,52451.1315862904,112536.30881242,Pasture,2-3 kHz
1030,73240.7616955393,61502.1543338232,117922.608788783,Pasture,2-3 kHz
1040,65966.6139966994,58459.417070912,114695.207809956,Pasture,2-3 kHz
1050,35160.8369978931,59516.6934167263,68097.9646650513,Natural_Regeneration,2-3 kHz
1060,45456.9579757817,40513.9033746622,95684.3237492277,Pasture,2-3 kHz
1070,34789.9213119695,39210.5228039971,93792.9621142005,Natural_Regeneration,2-3 kHz
1080,40000.3504064584,53346.5088785113,130011.932382643,Natural_Regeneration,2-3 kHz
1090,47755.1282749504,50988.7503248388,123147.489852273,Natural_Regeneration,2-3 kHz
1100,79306.0525473572,45647.9791973441,112691.571896053,Pasture,2-3 kHz
1110,82064.4690734965,93119.2555647695,95849.7044971153,Natural_Regeneration,2-3 kHz
1120,55856.4499839766,122978.576523824,53390.2814813035,Plantation,2-3 kHz
1130,19492.4549690115,175341.223941455,13650.5670021053,Plantation,2-3 kHz
1140,16175.8000222777,175216.303461845,15341.3136431365,Plantation,2-3 kHz
1150,18768.9079041199,166104.122705974,20339.9930721614,Natural_Regeneration,2-3 kHz
1160,18661.9327874374,157703.254768745,25417.3400982195,Natural_Regeneration,2-3 kHz
1170,25820.9713582347,151096.629072706,29339.1151836494,Natural_Regeneration,2-3 kHz
1180,23747.015602104,154790.683617302,21120.9149517396,Plantation,2-3 kHz
1190,23810.9848872991,150057.887571189,24559.1423299684,Natural_Regeneration,2-3 kHz
1200,26300.8175472481,132061.610194968,22671.8689581859,Plantation,2-3 kHz
1210,31808.0828543841,144627.380570739,28650.4947306391,Plantation,2-3 kHz
1220,28021.5280929448,146033.31578078,27231.3437685629,Plantation,2-3 kHz
1230,24938.3030205267,122966.357660182,25136.7169461324,Natural_Regeneration,2-3 kHz
1240,22011.359648494,117817.983982635,23831.381216037,Natural_Regeneration,2-3 kHz
1250,21529.4919095872,121696.72232265,28611.1022215726,Natural_Regeneration,2-3 kHz
1260,17951.4850548969,112074.771836302,23450.3934214566,Natural_Regeneration,2-3 kHz
1270,29049.1757225662,108485.596098448,26968.5970750472,Plantation,2-3 kHz
1280,23302.9247790201,99790.3765458331,21950.840154696,Plantation,2-3 kHz
1290,16333.7144603105,95045.5214983627,18646.446134937,Natural_Regeneration,2-3 kHz
1300,18227.4147729502,95426.34806956,13371.6933289234,Plantation,2-3 kHz
1310,20561.0742364271,92476.2928770321,15984.6825519563,Plantation,2-3 kHz
1320,17168.8633655665,83697.9537517412,15055.8304414093,Plantation,2-3 kHz
1330,19744.7536288913,82824.3955531543,15572.3496170182,Plantation,2-3 kHz
1340,26359.9588822568,67961.8155375411,23185.2838710174,Plantation,2-3 kHz
1350,31427.981387102,60367.4903351392,29163.7004255757,Plantation,2-3 kHz
1360,21800.3496765338,77886.5897928596,22469.4475947909,Natural_Regeneration,2-3 kHz
1370,19815.9770540962,48422.2651665045,20276.8429678745,Natural_Regeneration,2-3 kHz
1380,20634.8643372496,53051.529598401,23432.0351662274,Natural_Regeneration,2-3 kHz
1390,19859.7298491082,58580.0509308609,22045.9441974926,Natural_Regeneration,2-3 kHz
1400,20161.5713916675,68772.0763530019,25181.6929570067,Natural_Regeneration,2-3 kHz
1410,24552.1079481552,77038.4528054511,28802.8923572936,Natural_Regeneration,2-3 kHz
1420,19060.3673597278,71036.2118741903,25769.8727514303,Natural_Regeneration,2-3 kHz
1430,15080.4729507742,71316.5742762848,22263.7932503508,Natural_Regeneration,2-3 kHz
1440,19148.5809119881,77551.1724988448,21297.1568117448,Natural_Regeneration,2-3 kHz
0,19698.5366163845,90048.7233374087,16775.8906711071,Plantation,3-4 kHz
10,15108.1079019055,85736.888112076,16103.1034438468,Natural_Regeneration,3-4 kHz
20,13580.5319534528,77082.5139134944,15274.7667853344,Natural_Regeneration,3-4 kHz
30,12547.0577994865,81233.7165946475,15626.8056193053,Natural_Regeneration,3-4 kHz
40,10894.904921799,79635.8065613427,18922.396954162,Natural_Regeneration,3-4 kHz
50,13729.2447568042,88537.2468976438,15863.3536270374,Natural_Regeneration,3-4 kHz
60,9831.51178934344,103692.644886563,14051.5934112152,Natural_Regeneration,3-4 kHz
70,19739.3264674936,81369.674390922,17069.5556013294,Plantation,3-4 kHz
80,11473.3429131981,84949.5688646622,7923.5037550094,Plantation,3-4 kHz
90,11764.7237747413,87916.8010187063,10442.1959390341,Plantation,3-4 kHz
100,10190.2643668467,73250.024955312,11269.5850245557,Natural_Regeneration,3-4 kHz
110,15949.1992701683,54358.4131055545,11644.3933517152,Plantation,3-4 kHz
120,23236.0684824344,50132.0467794231,12454.1513576286,Plantation,3-4 kHz
130,24520.3856064401,43785.8751578196,11178.4093770639,Plantation,3-4 kHz
140,23946.2603677937,56875.7817267958,14659.2433184679,Plantation,3-4 kHz
150,18018.0608062009,59242.7569799666,12652.3171031518,Plantation,3-4 kHz
160,21459.1293417827,52731.6291856105,10071.5805740397,Plantation,3-4 kHz
170,20859.4546068391,41961.5276753628,13701.7799685795,Plantation,3-4 kHz
180,20636.6734299164,37171.5847014924,14356.6362558839,Plantation,3-4 kHz
190,22661.2795056395,39726.7766614271,17883.4681252519,Plantation,3-4 kHz
200,25807.8541163488,42845.8296676744,13911.419367351,Plantation,3-4 kHz
210,20371.9475697195,43714.7926174112,13350.9128858113,Plantation,3-4 kHz
220,25577.8108423321,49702.2815550596,16366.0323479769,Plantation,3-4 kHz
230,30950.4260402803,46551.3808906097,14545.3868097786,Plantation,3-4 kHz
240,44887.3028233585,46470.7345820518,19965.214325577,Plantation,3-4 kHz
250,38612.8972398201,56265.5790972028,18593.1762747403,Plantation,3-4 kHz
260,42806.419976465,58684.2829412838,27401.7442915918,Plantation,3-4 kHz
270,45919.779617527,58165.8087038783,22451.9585425263,Plantation,3-4 kHz
280,37611.8118732551,31151.9201513459,22243.0265062691,Plantation,3-4 kHz
290,30477.2876085769,49696.9517182466,30011.7222725797,Plantation,3-4 kHz
300,82409.1922592028,258247.460716806,34509.126452872,Plantation,3-4 kHz
310,191418.065409529,199636.492816551,292835.530427501,Natural_Regeneration,3-4 kHz
320,251766.445859581,263900.445071768,363052.720255677,Natural_Regeneration,3-4 kHz
330,180956.117370222,202435.984047378,287698.682205138,Natural_Regeneration,3-4 kHz
340,181300.14542557,198927.64633703,242447.401798062,Natural_Regeneration,3-4 kHz
350,178542.118181351,165809.897028868,209987.478762758,Pasture,3-4 kHz
360,172517.477256368,164589.254152433,210145.475280537,Pasture,3-4 kHz
370,198143.593738835,169486.672446761,247609.093635423,Pasture,3-4 kHz
380,194213.715032841,141769.384905025,240797.454072672,Pasture,3-4 kHz
390,194678.653355587,143762.735825723,249923.716273865,Pasture,3-4 kHz
400,174806.891302543,145750.480212983,231945.406578155,Pasture,3-4 kHz
410,159430.321838717,129871.23441831,206736.205067207,Pasture,3-4 kHz
420,169567.797387331,133811.747400628,235061.53887276,Pasture,3-4 kHz
430,123074.137518776,112200.484797787,199085.180437548,Pasture,3-4 kHz
440,168523.497538164,148666.102661922,253788.144751187,Pasture,3-4 kHz
450,159777.704453851,160356.112576225,234790.881899825,Natural_Regeneration,3-4 kHz
460,126293.029340962,137376.653349298,188081.567531416,Natural_Regeneration,3-4 kHz
470,124728.388363789,154906.720678991,184365.287511735,Natural_Regeneration,3-4 kHz
480,118350.903138244,187484.6087571,196290.458765254,Natural_Regeneration,3-4 kHz
490,91574.697915307,191689.054145851,188395.487857527,Natural_Regeneration,3-4 kHz
500,75946.0562039385,155818.235555603,172209.784395446,Natural_Regeneration,3-4 kHz
510,100360.835836879,158473.38186855,205375.85210167,Natural_Regeneration,3-4 kHz
520,50375.2557562179,131451.757918534,157553.524337365,Natural_Regeneration,3-4 kHz
530,84770.4979531891,146225.85140084,178355.250882185,Natural_Regeneration,3-4 kHz
540,56265.9063000724,112928.081637291,183869.570099517,Natural_Regeneration,3-4 kHz
550,48342.7315776158,90861.9619530242,165535.190401266,Natural_Regeneration,3-4 kHz
560,74246.6614255751,114065.69343865,167406.54712142,Natural_Regeneration,3-4 kHz
570,77382.3685525781,124860.361728253,162857.193479854,Natural_Regeneration,3-4 kHz
580,67002.9592790068,124282.182157452,164675.13912107,Natural_Regeneration,3-4 kHz
590,107638.80242817,180423.73901985,191789.910689608,Natural_Regeneration,3-4 kHz
600,71979.0904735402,153515.19915684,157660.61026764,Natural_Regeneration,3-4 kHz
610,58585.8025838198,116676.548702546,115168.075002248,Natural_Regeneration,3-4 kHz
620,49663.3885133234,113034.278523114,124481.556831954,Natural_Regeneration,3-4 kHz
630,42815.1378973219,114464.396423668,148180.169029932,Natural_Regeneration,3-4 kHz
640,49535.3656640928,148825.20849864,152452.705223602,Natural_Regeneration,3-4 kHz
650,60612.9707098363,127478.722233121,141745.598180909,Natural_Regeneration,3-4 kHz
660,55518.9446579913,125433.08914466,142970.622211719,Natural_Regeneration,3-4 kHz
670,38378.5983438799,114340.359575931,147597.4064668,Natural_Regeneration,3-4 kHz
680,44222.2139111054,77304.5141056668,122098.17239784,Natural_Regeneration,3-4 kHz
690,40595.7271278814,99243.2699819889,124070.282880861,Natural_Regeneration,3-4 kHz
700,34194.1366358602,100277.967944929,132196.773212462,Natural_Regeneration,3-4 kHz
710,64034.7645234588,134900.955915614,127756.489663309,Natural_Regeneration,3-4 kHz
720,62039.5396190612,103972.469390234,121946.704618041,Natural_Regeneration,3-4 kHz
730,29990.1425812145,91000.8412961156,96566.99973035,Natural_Regeneration,3-4 kHz
740,59218.3080212846,120570.607299953,91345.3713555644,Natural_Regeneration,3-4 kHz
750,36377.9287349936,92222.2579383946,95087.6702377094,Natural_Regeneration,3-4 kHz
760,31177.6464011382,61878.068750636,103021.854094649,Natural_Regeneration,3-4 kHz
770,33362.2153843105,52468.388487236,99483.4020534991,Natural_Regeneration,3-4 kHz
780,39319.0302822828,47249.1567284289,76256.6040570053,Natural_Regeneration,3-4 kHz
790,56485.9226485823,71273.0442409312,60192.1315876897,Natural_Regeneration,3-4 kHz
800,46651.612422531,74103.8745613828,76824.7483984852,Natural_Regeneration,3-4 kHz
810,29354.9392289719,55162.6564944849,80253.8539667133,Natural_Regeneration,3-4 kHz
820,37634.9103946258,47228.3821100107,107379.520709005,Natural_Regeneration,3-4 kHz
830,27697.4757429776,51681.5164437913,80604.5825250577,Natural_Regeneration,3-4 kHz
840,40586.4323703813,40117.9327489963,72963.1428806559,Pasture,3-4 kHz
850,30174.2703475906,53158.4490831622,92912.01878639,Natural_Regeneration,3-4 kHz
860,40635.5785412558,55689.5346681669,82511.0936888899,Natural_Regeneration,3-4 kHz
870,25416.9261031682,46928.423136737,80378.7060828172,Natural_Regeneration,3-4 kHz
880,28274.0458586524,31218.0236768537,101625.079557755,Natural_Regeneration,3-4 kHz
890,22926.1193884283,36223.812220415,115738.25795868,Natural_Regeneration,3-4 kHz
900,55431.891154887,55945.3041103136,98979.6032841265,Natural_Regeneration,3-4 kHz
910,43333.1825622363,70021.6522230835,85718.1658701557,Natural_Regeneration,3-4 kHz
920,47705.7726290222,22899.2607996393,96049.3677594088,Pasture,3-4 kHz
930,69304.7253498697,42975.169574297,84222.7899092209,Pasture,3-4 kHz
940,69373.3953702219,56454.2983657311,62619.1658290338,Pasture,3-4 kHz
950,61120.4141512862,40742.4960359006,85726.8649910697,Pasture,3-4 kHz
960,67111.1101071568,52098.8175554455,92433.7092381664,Pasture,3-4 kHz
970,48859.0132584241,82542.0139859793,70728.9843993087,Natural_Regeneration,3-4 kHz
980,65015.683889922,94011.9758491667,57289.7094327927,Plantation,3-4 kHz
990,43910.7544807365,79899.1063263864,55843.3973594589,Natural_Regeneration,3-4 kHz
1000,38384.4970676401,89500.8584430143,57618.2818526232,Natural_Regeneration,3-4 kHz
1010,72080.1229941749,93979.3829656998,59458.6025908133,Plantation,3-4 kHz
1020,60322.9464705671,68829.7804889605,48149.2594238032,Plantation,3-4 kHz
1030,55100.2636142993,89341.2346635781,35310.2834354523,Plantation,3-4 kHz
1040,52988.3295359571,61152.808266064,45588.9842972724,Plantation,3-4 kHz
1050,78869.696726003,53825.4191366388,28320.0174505728,Plantation,3-4 kHz
1060,70144.6145974218,32738.5210573095,34778.1428622371,Pasture,3-4 kHz
1070,114910.256535973,60979.1863947048,77793.092848329,Pasture,3-4 kHz
1080,98343.9135655256,183422.829923525,160654.926807263,Natural_Regeneration,3-4 kHz
1090,131821.721870592,205037.954677405,203479.827866586,Natural_Regeneration,3-4 kHz
1100,95706.8486357466,62083.3839145828,106774.110714978,Pasture,3-4 kHz
1110,74536.5818708668,53788.0372667977,74025.6240897813,Pasture,3-4 kHz
1120,37964.0203501236,95473.3789918402,28259.7032008702,Plantation,3-4 kHz
1130,17971.1201685241,149293.867889616,28804.0810108862,Natural_Regeneration,3-4 kHz
1140,23392.427793114,160884.958578779,25403.3620716343,Natural_Regeneration,3-4 kHz
1150,17389.7076276212,155453.682471536,19026.2874856151,Natural_Regeneration,3-4 kHz
1160,12704.8057006439,164105.110538523,17975.5328890375,Natural_Regeneration,3-4 kHz
1170,13164.2460530822,158579.901644407,11857.7707811749,Plantation,3-4 kHz
1180,12231.7512276796,159279.538643526,18458.2870712177,Natural_Regeneration,3-4 kHz
1190,10236.8627893417,149049.768060089,13697.310471169,Natural_Regeneration,3-4 kHz
1200,10432.6286598916,153416.37231345,9501.60639760098,Plantation,3-4 kHz
1210,11355.6539590205,162965.541892338,9487.57097134479,Plantation,3-4 kHz
1220,14423.3360704122,175861.028691004,11167.8538401878,Plantation,3-4 kHz
1230,14095.448198063,133504.449728382,11482.3963172957,Plantation,3-4 kHz
1240,8318.93963471254,132263.881896075,8093.09004473491,Plantation,3-4 kHz
1250,13631.095344627,139229.693213877,10835.0769935814,Plantation,3-4 kHz
1260,11700.5513102791,135615.722179073,12742.1482878386,Natural_Regeneration,3-4 kHz
1270,6132.67176713875,132117.49909049,13437.4180644613,Natural_Regeneration,3-4 kHz
1280,10037.3223724748,128670.31875448,8502.84219391889,Plantation,3-4 kHz
1290,10264.4201118909,128711.762699449,12438.2587124662,Natural_Regeneration,3-4 kHz
1300,8633.72576922398,129602.147966215,12630.9746448281,Natural_Regeneration,3-4 kHz
1310,10518.5310001695,135314.599939365,9970.39840749031,Plantation,3-4 kHz
1320,12299.1225564628,112618.114878176,9371.55696301528,Plantation,3-4 kHz
1330,16106.2120418256,108478.307864525,8974.70515728518,Plantation,3-4 kHz
1340,20203.6815055226,89205.5841323921,13509.0694747361,Plantation,3-4 kHz
1350,16659.439241921,65979.5824548797,16085.5231802625,Plantation,3-4 kHz
1360,8677.03970560996,99080.5401445558,8913.17327383781,Natural_Regeneration,3-4 kHz
1370,8590.38126529697,99070.2415520284,10256.5359287858,Natural_Regeneration,3-4 kHz
1380,12169.0464525552,95138.6735332026,9467.83472157993,Plantation,3-4 kHz
1390,12598.9763043196,102845.141594988,12525.976135148,Plantation,3-4 kHz
1400,11592.4816004184,92378.2100077571,9449.11121561304,Plantation,3-4 kHz
1410,9402.55805562991,86109.7089441153,11592.3476701354,Natural_Regeneration,3-4 kHz
1420,14541.3271620478,96756.5591962742,10674.1691643461,Plantation,3-4 kHz
1430,20036.1337840698,89499.9048776321,17602.8623860409,Plantation,3-4 kHz
1440,22306.9463740679,87542.5869499143,17557.014686164,Plantation,3-4 kHz
0,60249.1546070058,23326.6505627684,56881.9402674286,Pasture,4-5 kHz
10,53658.8380052748,36712.8153864929,46651.8807970954,Pasture,4-5 kHz
20,51174.6643988938,25524.1528653225,42854.0503080423,Pasture,4-5 kHz
30,51555.3233076064,29482.914073478,50948.3063104588,Pasture,4-5 kHz
40,45591.5538260522,36961.4896198787,36539.1601866606,Plantation,4-5 kHz
50,57843.1945707666,32506.424276176,55442.3575708723,Pasture,4-5 kHz
60,50497.5016411589,35039.1889371891,50864.0839879318,Pasture,4-5 kHz
70,55034.9239857183,26901.0961310676,45448.9033517928,Pasture,4-5 kHz
80,60663.4560956249,32099.6228607214,48209.0784511997,Pasture,4-5 kHz
90,53803.3950401586,44503.8980076968,36578.6329497007,Plantation,4-5 kHz
100,46716.1878436424,50621.7101424106,34448.372894818,Plantation,4-5 kHz
110,73753.8664772839,42869.4882592794,57374.5198785939,Pasture,4-5 kHz
120,66784.7568715406,39071.1383939137,53403.8664142894,Pasture,4-5 kHz
130,69364.2822671235,29111.1143324326,57621.2192471935,Pasture,4-5 kHz
140,60918.9639152844,46740.5899959027,53481.3338968165,Pasture,4-5 kHz
150,51672.6197365283,61648.6627843331,46892.6174932463,Plantation,4-5 kHz
160,70789.0136782444,41091.9860572322,57355.0249827819,Pasture,4-5 kHz
170,83243.4976511944,29965.1844134904,60159.3499685634,Pasture,4-5 kHz
180,74453.7960847765,46112.932217996,54486.7873648746,Pasture,4-5 kHz
190,81353.9344721623,42788.9184542254,59034.3767715497,Pasture,4-5 kHz
200,76109.958134497,43257.3064270182,54250.6674532444,Pasture,4-5 kHz
210,68937.3775596904,50195.7625881436,56748.0413654167,Pasture,4-5 kHz
220,89140.0989145526,41025.7110391188,76039.8564042866,Pasture,4-5 kHz
230,114473.216584336,31486.5690609489,98153.8508193388,Pasture,4-5 kHz
240,120993.606399333,41145.331764274,109762.543249629,Pasture,4-5 kHz
250,116135.979559992,24010.0280584807,104884.77744286,Pasture,4-5 kHz
260,78124.7454708188,22759.1123874667,66088.6925879672,Pasture,4-5 kHz
270,70221.8480520016,41828.4535822327,50523.579254735,Pasture,4-5 kHz
280,64054.8446753569,55481.6500204619,43200.356638736,Plantation,4-5 kHz
290,59662.2248208293,106320.036224875,37560.2035201297,Plantation,4-5 kHz
300,34706.8306553879,278394.194761032,44862.6325238957,Natural_Regeneration,4-5 kHz
310,129257.586426522,132343.897015847,275400.189758379,Natural_Regeneration,4-5 kHz
320,316942.358509886,383526.171732115,474662.165110499,Natural_Regeneration,4-5 kHz
330,241218.113793718,306627.743408861,384637.839378436,Natural_Regeneration,4-5 kHz
340,222331.878273248,290856.622034643,342324.918759888,Natural_Regeneration,4-5 kHz
350,177339.00811808,205410.949052134,266348.491412557,Natural_Regeneration,4-5 kHz
360,160397.731522873,201345.638899299,260383.597595119,Natural_Regeneration,4-5 kHz
370,190540.672479103,221096.64445053,290055.665231568,Natural_Regeneration,4-5 kHz
380,186777.579241123,197891.114150481,285291.261347044,Natural_Regeneration,4-5 kHz
390,187666.226171156,179991.146233632,291827.902202878,Pasture,4-5 kHz
400,163767.834889243,178719.936169313,272343.58479844,Natural_Regeneration,4-5 kHz
410,122173.597257267,145588.622443388,228423.930805328,Natural_Regeneration,4-5 kHz
420,122782.28103261,123343.329330074,252255.618850177,Natural_Regeneration,4-5 kHz
430,92983.4368296179,107340.006608603,198176.457433188,Natural_Regeneration,4-5 kHz
440,127266.392611551,127335.903296183,260881.458315629,Natural_Regeneration,4-5 kHz
450,130350.768781208,123658.085752679,255047.054651333,Pasture,4-5 kHz
460,92352.4016754114,114419.290257754,214564.113338001,Natural_Regeneration,4-5 kHz
470,96762.3583332981,168742.206373823,214216.682450897,Natural_Regeneration,4-5 kHz
480,99678.199662793,201474.521881286,220368.39843131,Natural_Regeneration,4-5 kHz
490,63070.0146294864,187090.697509334,214270.452644847,Natural_Regeneration,4-5 kHz
500,77533.6449136342,214334.275619474,223798.186890682,Natural_Regeneration,4-5 kHz
510,90702.2993578054,210119.145924935,222075.94173249,Natural_Regeneration,4-5 kHz
520,46703.7324208248,145934.379992831,164618.770574606,Natural_Regeneration,4-5 kHz
530,65104.3222730371,157925.557984472,198038.384827227,Natural_Regeneration,4-5 kHz
540,61347.9833396001,160685.814533844,190153.690267015,Natural_Regeneration,4-5 kHz
550,68931.4704648838,141437.759305171,190949.999071252,Natural_Regeneration,4-5 kHz
560,67276.6394967556,128669.356119249,162443.7169344,Natural_Regeneration,4-5 kHz
570,63398.2895920975,167551.874075508,166989.334566372,Natural_Regeneration,4-5 kHz
580,64497.7417163875,172070.721689332,173846.932237697,Natural_Regeneration,4-5 kHz
590,94888.2403962086,198330.289158395,209813.824237955,Natural_Regeneration,4-5 kHz
600,54687.8653827633,171701.701562649,170821.888403862,Natural_Regeneration,4-5 kHz
610,43811.7832775402,140446.668408309,141970.837255283,Natural_Regeneration,4-5 kHz
620,36338.841203984,141905.150066067,151128.364184759,Natural_Regeneration,4-5 kHz
630,70324.4422176246,109917.759654491,163359.29973244,Natural_Regeneration,4-5 kHz
640,52016.4520827876,135011.069642174,164283.966374143,Natural_Regeneration,4-5 kHz
650,67182.7337518371,122611.30367826,144941.14249937,Natural_Regeneration,4-5 kHz
660,78493.1022021263,115465.51056219,164416.807627049,Natural_Regeneration,4-5 kHz
670,49754.8692477984,94854.0865378618,161806.372112643,Natural_Regeneration,4-5 kHz
680,47218.5203849705,61493.5489994276,147919.054497691,Natural_Regeneration,4-5 kHz
690,38979.6755693466,66602.0312345352,118564.092552399,Natural_Regeneration,4-5 kHz
700,45043.547138686,58379.5011316233,139702.653799741,Natural_Regeneration,4-5 kHz
710,48682.3542453782,62940.3917858527,136864.099624239,Natural_Regeneration,4-5 kHz
720,35146.7141475509,86367.4943560914,112882.023655956,Natural_Regeneration,4-5 kHz
730,43822.9573078485,57533.3381118401,87263.7827793884,Natural_Regeneration,4-5 kHz
740,45297.2766141724,74710.7716177408,81158.7987617182,Natural_Regeneration,4-5 kHz
750,22641.5016080954,51832.9932529283,107814.028378263,Natural_Regeneration,4-5 kHz
760,30845.7048348946,38294.9422156763,121820.408343074,Natural_Regeneration,4-5 kHz
770,39330.0532165012,44224.2441719234,110397.540228771,Natural_Regeneration,4-5 kHz
780,53645.2266707144,28733.3720513303,95704.8850652925,Pasture,4-5 kHz
790,58548.467403953,39787.2829110753,96465.1925516908,Pasture,4-5 kHz
800,41006.1019289337,26363.1571358295,94710.2433152729,Pasture,4-5 kHz
810,32769.9944667149,40908.2444364726,80053.3287165061,Natural_Regeneration,4-5 kHz
820,56797.3378624492,39650.4816144245,124294.252556466,Pasture,4-5 kHz
830,47417.8269189448,52357.4087280641,100305.030474459,Natural_Regeneration,4-5 kHz
840,46431.804168542,40000.4746708878,90402.3117690303,Pasture,4-5 kHz
850,50066.0434217548,40541.1337589346,111340.561205162,Pasture,4-5 kHz
860,58347.1908804472,41561.5529635714,92839.651071224,Pasture,4-5 kHz
870,48404.2298001692,54584.0369241019,82285.685299709,Natural_Regeneration,4-5 kHz
880,67763.5836822519,37695.5303191053,132142.939689577,Pasture,4-5 kHz
890,66468.3818261607,56044.0693787612,142491.302097725,Pasture,4-5 kHz
900,96605.6198804711,93274.9305288414,138339.986952432,Pasture,4-5 kHz
910,60451.8883280298,68114.2158659579,121274.575079508,Natural_Regeneration,4-5 kHz
920,84548.2218846244,21028.0471377176,126470.27267119,Pasture,4-5 kHz
930,101264.254494606,46135.2982289936,98905.4111616017,Pasture,4-5 kHz
940,81195.2088402278,33492.3431086023,89751.1032639291,Pasture,4-5 kHz
950,74651.0805167099,33768.7741715616,106547.704678987,Pasture,4-5 kHz
960,90069.5433323547,30308.1330381033,108168.576242702,Pasture,4-5 kHz
970,67613.2687651404,71830.9622675413,75453.0408873259,Natural_Regeneration,4-5 kHz
980,65572.1235548925,76473.5905032713,81730.1807503053,Natural_Regeneration,4-5 kHz
990,51036.8128369084,56349.2458390673,78723.8895315627,Natural_Regeneration,4-5 kHz
1000,67817.095506508,92243.1380264974,76389.3833051559,Natural_Regeneration,4-5 kHz
1010,96490.821041821,94708.4937189721,94366.0884386588,Plantation,4-5 kHz
1020,59811.3324526398,63528.3160219192,53784.0400312265,Plantation,4-5 kHz
1030,50477.5840588824,89054.5721875333,54143.6544610703,Natural_Regeneration,4-5 kHz
1040,37745.8072585763,56540.420574222,45638.4814358127,Natural_Regeneration,4-5 kHz
1050,23729.8114361596,41995.0128353634,25634.8134415959,Natural_Regeneration,4-5 kHz
1060,32889.4957430801,25120.4462990694,46811.4199795643,Pasture,4-5 kHz
1070,77877.6114311569,99940.8163530625,136029.913222161,Natural_Regeneration,4-5 kHz
1080,82993.2012413302,231832.771983148,225952.775285608,Natural_Regeneration,4-5 kHz
1090,233600.027611548,254886.620435281,278279.96798664,Natural_Regeneration,4-5 kHz
