nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category
160,191486.021705327,237533.262226555,201022.743573336,Natural_Regeneration,7-8 kHz
170,202290.834907737,249358.761885199,216677.953145333,Natural_Regeneration,7-8 kHz
180,214650.691048287,262155.548192709,218860.710355121,Natural_Regeneration,7-8 kHz
190,193452.662848927,238591.375556001,201001.930654296,Natural_Regeneration,7-8 kHz
200,201126.081263625,256079.871462814,213132.34186299,Natural_Regeneration,7-8 kHz
210,191186.036781383,251289.895209416,213566.941800564,Natural_Regeneration,7-8 kHz
220,198594.825086722,250074.965636733,213046.98274403,Natural_Regeneration,7-8 kHz
230,182093.408521335,235704.834581356,197723.66330953,Natural_Regeneration,7-8 kHz
240,181416.654561562,228457.128054751,190337.647602766,Natural_Regeneration,7-8 kHz
250,152873.5705188,195424.777792952,159571.139928674,Natural_Regeneration,7-8 kHz
260,159346.255118158,207517.830416699,179842.345474527,Natural_Regeneration,7-8 kHz
270,166732.407976352,210150.336254626,182654.123126667,Natural_Regeneration,7-8 kHz
280,140269.253656238,176266.12833739,168448.369914961,Natural_Regeneration,7-8 kHz
290,109534.040155964,121645.626991066,132518.119894611,Natural_Regeneration,7-8 kHz
300,52468.1123148294,70775.3186379414,111242.250639804,Natural_Regeneration,7-8 kHz
310,67847.6739357601,232766.288955361,222749.019657008,Natural_Regeneration,7-8 kHz
320,246345.959530526,442743.183082569,347011.503476471,Natural_Regeneration,7-8 kHz
330,173877.070855654,298998.77419736,251042.266259022,Natural_Regeneration,7-8 kHz
340,143955.986973562,239147.868394285,190809.330466064,Natural_Regeneration,7-8 kHz
350,102237.751178656,193824.357910852,144398.878678064,Natural_Regeneration,7-8 kHz
360,83301.0755774445,169041.903440299,130725.509147881,Natural_Regeneration,7-8 kHz
370,82530.0656167824,200952.291749792,146651.220425416,Natural_Regeneration,7-8 kHz
380,83143.3800358521,193801.567474049,148297.915264434,Natural_Regeneration,7-8 kHz
390,102207.037542035,163613.429529137,130302.705978054,Natural_Regeneration,7-8 kHz
400,73262.1533287829,160289.020563515,108791.590695287,Natural_Regeneration,7-8 kHz
410,77176.9048795294,143049.427661409,105371.186231384,Natural_Regeneration,7-8 kHz
420,59901.2783747311,129111.372746547,106976.105108063,Natural_Regeneration,7-8 kHz
430,52865.1361374447,97284.0327457851,81068.4243654918,Natural_Regeneration,7-8 kHz
440,68829.9992601209,119360.660614043,103450.41286659,Natural_Regeneration,7-8 kHz
450,51845.3873393176,112881.755255496,73423.5606277645,Natural_Regeneration,7-8 kHz
460,48722.4329812443,69975.1699533891,47741.7360590731,Plantation,7-8 kHz
470,45337.6507477133,39907.1494351869,63614.1973665753,Pasture,7-8 kHz
480,28903.6942589436,59794.9270802207,73459.9858129612,Natural_Regeneration,7-8 kHz
490,43144.23939423,86773.588339399,63349.6449614464,Natural_Regeneration,7-8 kHz
500,39740.290264713,94250.9478017169,62945.1329916458,Natural_Regeneration,7-8 kHz
510,43904.643630496,106118.006180421,77393.756423167,Natural_Regeneration,7-8 kHz
520,47449.2812099349,92643.5880688763,77324.272702701,Natural_Regeneration,7-8 kHz
530,34682.1174373431,112854.478978309,77219.1973328411,Natural_Regeneration,7-8 kHz
540,58381.6122450717,107386.060053262,93220.943360918,Natural_Regeneration,7-8 kHz
550,46600.3526827022,88627.3558423036,82612.502102831,Natural_Regeneration,7-8 kHz
560,40937.0125093711,82987.1982490619,72423.2399932724,Natural_Regeneration,7-8 kHz
570,38834.3814785309,122026.329109577,84080.9848976146,Natural_Regeneration,7-8 kHz
580,58092.439244241,124403.196400274,99984.0145115055,Natural_Regeneration,7-8 kHz
590,46541.6963454677,118346.051365622,83020.7484486604,Natural_Regeneration,7-8 kHz
600,69878.3604776112,110656.049862133,81290.6455628715,Natural_Regeneration,7-8 kHz
610,53654.1425678978,102479.630846133,71778.913424319,Natural_Regeneration,7-8 kHz
620,54988.808591466,114582.982982901,77565.3323611117,Natural_Regeneration,7-8 kHz
630,77111.8301249851,67333.3301409394,66573.0533920078,Plantation,7-8 kHz
640,63583.9794146556,65473.4843228676,59845.3078113009,Plantation,7-8 kHz
650,71791.6916019916,61911.5558049532,54964.4790345102,Plantation,7-8 kHz
660,67371.2088174605,76139.6684686098,53089.0812876419,Plantation,7-8 kHz
670,95869.556417076,71216.6372625517,72555.3934316174,Pasture,7-8 kHz
680,84209.0170703348,81195.2786237514,74284.3971438642,Plantation,7-8 kHz
690,73535.3820556408,82293.8800265563,73972.6913742741,Natural_Regeneration,7-8 kHz
700,70591.8690040018,70943.0205969937,89589.7304837891,Natural_Regeneration,7-8 kHz
710,59823.8348097101,53396.4064705041,76825.3500196988,Pasture,7-8 kHz
720,49376.6846520221,94642.1622452901,74055.6229792379,Natural_Regeneration,7-8 kHz
730,55481.6365022713,93050.5411833971,65563.9811412674,Natural_Regeneration,7-8 kHz
740,25798.1983626563,46225.4051459742,46240.0139695869,Natural_Regeneration,7-8 kHz
750,35173.6448179239,77969.0496599817,68232.7833291078,Natural_Regeneration,7-8 kHz
760,45288.495583045,71243.6574282739,80807.6589935364,Natural_Regeneration,7-8 kHz
770,47761.1720566158,67415.5900802233,78965.2528486934,Natural_Regeneration,7-8 kHz
780,64514.2568389163,99966.5233032327,83778.5900751272,Natural_Regeneration,7-8 kHz
790,67045.6500595465,77276.8152873143,89931.9389859506,Natural_Regeneration,7-8 kHz
800,30211.2566781228,60147.4672674929,73899.4024939219,Natural_Regeneration,7-8 kHz
810,38409.4196623397,71633.7767759487,76961.1864847205,Natural_Regeneration,7-8 kHz
820,43777.9927119425,71584.5995177757,88979.4580546713,Natural_Regeneration,7-8 kHz
830,51889.4463600502,20063.5854164723,58786.2806067171,Pasture,7-8 kHz
840,44972.0984221115,27830.1648908532,70835.2100620994,Pasture,7-8 kHz
850,51996.7505824879,52720.796089786,76573.1069857432,Natural_Regeneration,7-8 kHz
860,50706.810462935,40520.0093681207,58228.2324339202,Pasture,7-8 kHz
870,58921.8185230658,47645.9599117783,88326.3080245149,Pasture,7-8 kHz
880,74596.7164635504,45154.9964160098,109670.563873778,Pasture,7-8 kHz
890,53647.713847397,73324.7924840925,115640.162249476,Natural_Regeneration,7-8 kHz
900,45188.6983108497,51009.2854193694,107226.830599788,Natural_Regeneration,7-8 kHz
910,37975.7170832941,26009.1057121605,100934.903692461,Pasture,7-8 kHz
920,42622.0043869056,50025.3493129451,107933.357140658,Natural_Regeneration,7-8 kHz
930,54694.2907043604,53384.3298898061,81652.2455101227,Pasture,7-8 kHz
940,55553.8775235773,60378.5435247322,94045.0919455792,Natural_Regeneration,7-8 kHz
950,44313.1025313284,47294.0157959459,89714.2287557939,Natural_Regeneration,7-8 kHz
960,51964.5884856502,51307.0632098919,91484.7803038943,Pasture,7-8 kHz
970,46159.2323906471,27482.8249240552,68882.8790694372,Pasture,7-8 kHz
980,52952.7241730283,32554.5052459973,94662.6478197404,Pasture,7-8 kHz
990,70678.1435038091,41441.1064333922,108257.779714634,Pasture,7-8 kHz
1000,52536.8831186836,27223.4079325237,77592.5653359313,Pasture,7-8 kHz
1010,54865.7214973825,25549.8382969457,93238.2944310332,Pasture,7-8 kHz
1020,52365.4282752119,31936.0142059047,79306.7888725271,Pasture,7-8 kHz
1030,29509.9493497896,27540.8735320844,58095.1463741463,Pasture,7-8 kHz
1040,29306.6241849944,51604.1202776752,68937.886212832,Natural_Regeneration,7-8 kHz
1050,36723.6370942108,44030.7487546682,47191.1547884012,Natural_Regeneration,7-8 kHz
1060,32702.7426501517,56557.0587527741,36174.3076136558,Natural_Regeneration,7-8 kHz
1070,41795.2671069047,92198.6951014769,74169.7789384083,Natural_Regeneration,7-8 kHz
1080,84082.4126260638,171067.603361467,147469.621413176,Natural_Regeneration,7-8 kHz
1090,167091.922636808,183655.391319723,180682.807821804,Natural_Regeneration,7-8 kHz
1100,129609.467882016,89362.4653456541,121161.626021159,Pasture,7-8 kHz
1110,116651.794508072,47630.8913569631,105697.630236801,Pasture,7-8 kHz
1120,99989.7862945695,32795.2588110208,88369.1017493745,Pasture,7-8 kHz
1130,56999.4979498996,91912.5994784413,56099.7947554826,Plantation,7-8 kHz
1140,62646.4279954531,94889.5414877299,70503.7292402767,Natural_Regeneration,7-8 kHz
1150,81903.3583513962,88674.6720947083,74555.2342431626,Plantation,7-8 kHz
1160,105329.401172786,80845.3609071315,90673.2629827775,Pasture,7-8 kHz
1170,132370.068530218,60977.5673518292,121339.241902257,Pasture,7-8 kHz
1180,119242.366525212,52411.4253782762,116774.630693077,Pasture,7-8 kHz
1190,150399.651875319,51545.1073858869,139752.676415515,Pasture,7-8 kHz
1200,171928.685513242,71939.4428728428,156671.087641026,Pasture,7-8 kHz
1210,169965.239012109,57945.5992311965,154263.270745225,Pasture,7-8 kHz
1220,164864.664911325,68114.9455236918,152534.000786916,Pasture,7-8 kHz
1230,189254.378466672,107214.237567107,180745.533072804,Pasture,7-8 kHz
1240,200979.54012929,132588.846316327,187944.9089955,Pasture,7-8 kHz
1250,179480.318625382,99601.9133464548,178339.276092248,Pasture,7-8 kHz
1260,171021.782239834,129916.129430638,171910.83615068,Pasture,7-8 kHz
1270,181958.959077572,124762.8684422,189406.182269391,Pasture,7-8 kHz
1280,175191.960447947,105090.576541281,188132.876347083,Pasture,7-8 kHz
1290,167985.191344968,124206.733880501,177767.476011294,Pasture,7-8 kHz
1300,184436.99407181,158330.08525357,197230.728509047,Pasture,7-8 kHz
1310,185935.523406368,164716.921022572,202566.675383968,Pasture,7-8 kHz
1320,180142.249490323,192732.384641493,204731.917652896,Natural_Regeneration,7-8 kHz
1330,165623.572462097,194641.983215188,191074.950323065,Natural_Regeneration,7-8 kHz
1340,215663.465814185,240581.462730134,248906.678028645,Natural_Regeneration,7-8 kHz
1350,217284.864855536,221038.282446455,238484.546940532,Natural_Regeneration,7-8 kHz
1360,221702.14274516,226788.590439708,240125.702283729,Natural_Regeneration,7-8 kHz
1370,211969.104279993,247438.154741438,229001.762024823,Natural_Regeneration,7-8 kHz
1380,225416.01507732,254574.174287199,236395.839580852,Natural_Regeneration,7-8 kHz
1390,185821.143184798,205309.877616347,210251.930233009,Natural_Regeneration,7-8 kHz
1400,206508.591201391,231258.206598534,230028.664520835,Natural_Regeneration,7-8 kHz
1410,198943.059210127,205707.43136385,223188.255402842,Natural_Regeneration,7-8 kHz
1420,210393.500447755,223361.564790788,219132.820263348,Natural_Regeneration,7-8 kHz
1430,205132.227017623,232852.896441507,207710.768182562,Natural_Regeneration,7-8 kHz
1440,193429.525563704,217489.46351779,209624.946768344,Natural_Regeneration,7-8 kHz
0,98672.1557646943,79907.9972615883,103424.886953427,Pasture,8-9 kHz
10,103468.832957975,85715.4476821063,107400.910954523,Pasture,8-9 kHz
20,100727.299421916,83336.1468335676,106127.197436323,Pasture,8-9 kHz
30,106963.314002566,86142.1191659332,110565.959577456,Pasture,8-9 kHz
40,96006.3716071031,79863.3798860593,95599.7804718703,Pasture,8-9 kHz
50,94046.963129201,83378.3698019431,92564.3208307285,Pasture,8-9 kHz
60,81648.7269000459,74600.1108643161,93780.9235044496,Pasture,8-9 kHz
70,88496.8882276665,103315.112228999,98391.3932787353,Natural_Regeneration,8-9 kHz
80,89416.3945044362,83733.2287082396,99469.9219894687,Pasture,8-9 kHz
90,94147.3779809908,67250.0225552185,106058.338239033,Pasture,8-9 kHz
100,99749.1535234378,62494.8302350782,112706.11010496,Pasture,8-9 kHz
110,113550.732318916,76606.684836781,115248.408917032,Pasture,8-9 kHz
120,118470.891314004,74653.3782018891,113370.394537845,Pasture,8-9 kHz
130,118876.227119628,78270.2618152285,114090.392937333,Pasture,8-9 kHz
140,114272.155352967,69939.0325219941,109980.135214098,Pasture,8-9 kHz
150,104062.930700425,79670.99796418,100412.046258021,Pasture,8-9 kHz
160,97806.1165092569,76378.0478356705,92346.3221812877,Pasture,8-9 kHz
170,104367.443661091,95029.5600300236,100018.562345144,Pasture,8-9 kHz
180,112602.307352182,100534.151056223,109195.887476531,Pasture,8-9 kHz
190,109928.671209169,104334.448556293,105094.548053669,Pasture,8-9 kHz
200,114251.097069551,90127.0141095794,111251.27193981,Pasture,8-9 kHz
210,109808.424983017,94639.4570793555,113739.125097232,Pasture,8-9 kHz
220,114083.864482196,93525.7605713729,117187.151139471,Pasture,8-9 kHz
230,124607.691907871,84591.6137793911,129987.897408608,Pasture,8-9 kHz
240,119914.352756052,89583.6874114436,126358.788397129,Pasture,8-9 kHz
250,107092.446915297,79611.8948142006,117095.297340431,Pasture,8-9 kHz
260,109320.218459746,103705.25328594,110167.821561122,Pasture,8-9 kHz
270,109143.604598891,105910.479547439,114250.078520336,Pasture,8-9 kHz
280,104342.229957139,83338.4247439258,116663.615520011,Pasture,8-9 kHz
290,94848.3241495691,71959.6542196821,98792.2395994799,Pasture,8-9 kHz
300,64901.6418600779,69793.3093184865,75271.8695844124,Natural_Regeneration,8-9 kHz
310,108999.974470174,188510.023722521,171443.126398613,Natural_Regeneration,8-9 kHz
320,272912.061345013,375021.519763821,284068.687019428,Natural_Regeneration,8-9 kHz
330,131005.995884719,159335.176869687,144398.76853483,Natural_Regeneration,8-9 kHz
340,114363.203061915,145483.98860244,127741.671621615,Natural_Regeneration,8-9 kHz
350,85394.2549139955,100157.994522108,96079.6933348485,Natural_Regeneration,8-9 kHz
360,59874.4319113859,103873.261286492,107140.308659434,Natural_Regeneration,8-9 kHz
370,53124.822755522,117375.343779963,100911.28107223,Natural_Regeneration,8-9 kHz
380,67177.4282802319,126050.126159926,113894.185553087,Natural_Regeneration,8-9 kHz
390,79009.9035706227,109753.365775505,113547.142225851,Natural_Regeneration,8-9 kHz
400,73658.2592807421,136840.315801227,111460.339944523,Natural_Regeneration,8-9 kHz
410,80213.7474254255,140954.783411781,120837.579788499,Natural_Regeneration,8-9 kHz
420,70621.6413125512,136831.778813956,105600.673850948,Natural_Regeneration,8-9 kHz
430,61521.1996471766,110876.653110835,84569.1291412773,Natural_Regeneration,8-9 kHz
440,76060.7140196828,148352.333268338,116151.818855004,Natural_Regeneration,8-9 kHz
450,66850.6981798695,149051.806702265,104276.886510099,Natural_Regeneration,8-9 kHz
460,71038.9028394364,86125.0820313403,78817.7332471335,Natural_Regeneration,8-9 kHz
470,45880.5277444577,73640.1333393993,91845.3040378201,Natural_Regeneration,8-9 kHz
480,57748.2589576139,87642.8170922309,102624.822891318,Natural_Regeneration,8-9 kHz
490,49682.2751899455,87756.5617133596,94028.8367353541,Natural_Regeneration,8-9 kHz
500,62988.3374899689,94398.384912815,83034.5426417787,Natural_Regeneration,8-9 kHz
510,39337.1273018354,112658.804742053,81176.4641643112,Natural_Regeneration,8-9 kHz
520,52634.2448233914,99389.0740235073,85401.2787519448,Natural_Regeneration,8-9 kHz
530,48896.4581536706,87372.903446066,84706.2333910622,Natural_Regeneration,8-9 kHz
540,50071.1769349003,101322.000711485,74991.9258689543,Natural_Regeneration,8-9 kHz
550,62510.5445951101,83977.4406577065,83022.5068595504,Natural_Regeneration,8-9 kHz
560,39149.0153421296,76620.0469027167,70982.277893018,Natural_Regeneration,8-9 kHz
570,47689.849439816,101453.011466621,84371.6024001389,Natural_Regeneration,8-9 kHz
580,85038.3438726564,105773.426062702,106852.70194696,Natural_Regeneration,8-9 kHz
590,47921.3134519342,95560.3234727455,79065.5841646823,Natural_Regeneration,8-9 kHz
600,62111.9503277127,86726.5279342031,83918.0881877774,Natural_Regeneration,8-9 kHz
610,28842.7093748502,88833.0677380326,65507.6898990125,Natural_Regeneration,8-9 kHz
620,33326.5233955482,94283.4584557899,73849.9985822069,Natural_Regeneration,8-9 kHz
630,43209.2316433193,35181.7997781452,46934.2232858118,Pasture,8-9 kHz
640,47762.3083661693,19827.0238209403,46791.9099450447,Pasture,8-9 kHz
650,41217.7007952413,29897.6978747614,40366.6209529911,Pasture,8-9 kHz
660,51584.1464573104,42231.9813056696,45354.0111166268,Pasture,8-9 kHz
670,68003.5271641483,33351.0724187521,44328.6235624447,Pasture,8-9 kHz
680,44700.3571791316,44156.6033886935,44223.8170549359,Pasture,8-9 kHz
690,23628.0686670302,48961.9422347619,56522.4550927456,Natural_Regeneration,8-9 kHz
700,33018.8469212523,35266.2009384944,54427.6518542728,Natural_Regeneration,8-9 kHz
710,29722.0617544322,19917.4202307166,45813.2496649689,Pasture,8-9 kHz
720,23879.6953787172,54886.3375766531,43542.93196205,Natural_Regeneration,8-9 kHz
730,23986.9212296783,60096.5090389512,47718.6993526481,Natural_Regeneration,8-9 kHz
740,25494.6529779869,40103.8704759235,36302.6920247757,Natural_Regeneration,8-9 kHz
750,38403.8986944171,48161.9631803808,50422.7404340891,Natural_Regeneration,8-9 kHz
760,36265.8075845133,56876.6319670563,68113.9099670728,Natural_Regeneration,8-9 kHz
770,45865.6223439402,36912.8172336645,73607.6425607836,Pasture,8-9 kHz
780,44037.9624322117,57392.724299156,72084.9641594163,Natural_Regeneration,8-9 kHz
790,41641.8874632037,25451.2831938456,63292.8348016907,Pasture,8-9 kHz
800,25603.3510631869,49745.8872979063,60952.0925328797,Natural_Regeneration,8-9 kHz
810,40113.2647444667,35198.2400431571,55192.3075195857,Pasture,8-9 kHz
820,52215.0034189074,51855.5133070555,80352.4414720785,Pasture,8-9 kHz
830,36312.6103219652,28107.3366224246,51188.4316676038,Pasture,8-9 kHz
840,47707.1007553614,37194.4143611381,65401.3156918698,Pasture,8-9 kHz
850,34735.1811370818,25015.732081185,57816.7613960144,Pasture,8-9 kHz
860,51235.200576365,25283.6211247864,60584.8470098585,Pasture,8-9 kHz
870,57728.9195043264,31906.6809174002,81932.4063112728,Pasture,8-9 kHz
880,62904.4000102331,34711.2289567954,86851.9544504244,Pasture,8-9 kHz
890,56771.3030959725,43572.2253852109,95645.1140238532,Pasture,8-9 kHz
900,49284.0367526068,24828.8525114516,83922.6270365392,Pasture,8-9 kHz
910,40711.2522846319,36751.2641540653,82230.8994093115,Pasture,8-9 kHz
920,52430.1738302492,29959.3946921178,83720.6410301236,Pasture,8-9 kHz
930,49859.1285347523,36965.7872311247,66959.2371238803,Pasture,8-9 kHz
940,38830.7064580174,17752.2492013119,61305.4781059017,Pasture,8-9 kHz
950,42823.8771167057,22420.9984612838,72045.2422234267,Pasture,8-9 kHz
960,41547.119635049,29430.4003496183,75962.3283124074,Pasture,8-9 kHz
970,44823.1819237377,21529.7736663655,65833.7051015564,Pasture,8-9 kHz
980,49152.1139769201,23924.0375751261,84896.8080205334,Pasture,8-9 kHz
990,61276.7949901097,49723.1043776363,86758.0071248933,Pasture,8-9 kHz
1000,65047.6745402379,37781.0499277634,92932.4416058905,Pasture,8-9 kHz
1010,56404.5674059979,26837.0771360414,105210.577568013,Pasture,8-9 kHz
1020,42949.1998599232,27507.8804816705,58235.7906031123,Pasture,8-9 kHz
1030,26265.789346344,27993.9980214406,51148.0610193971,Natural_Regeneration,8-9 kHz
1040,49829.3480880364,69697.5706506968,63092.4224699248,Natural_Regeneration,8-9 kHz
1050,53522.6312322225,68349.7666350197,48946.3491491592,Plantation,8-9 kHz
1060,48227.5206203011,108699.702198916,65492.1912983378,Natural_Regeneration,8-9 kHz
1070,55687.9231479116,173538.28735979,105603.999842111,Natural_Regeneration,8-9 kHz
1080,86631.1394382795,265866.168066783,200345.849820742,Natural_Regeneration,8-9 kHz
1090,226849.464941908,271406.748077066,243367.77487571,Natural_Regeneration,8-9 kHz
1100,132103.015733242,119711.607033159,120126.677257182,Pasture,8-9 kHz
1110,119825.671992377,61797.5071596974,95030.8677611545,Pasture,8-9 kHz
1120,87466.5162522378,44481.7171596668,78468.3290906749,Pasture,8-9 kHz
1130,44832.1733675433,111051.512985038,52268.4569952947,Natural_Regeneration,8-9 kHz
1140,43815.6910788039,111252.868707995,66403.4395908243,Natural_Regeneration,8-9 kHz
1150,52290.0759799622,130897.788980429,74668.346415982,Natural_Regeneration,8-9 kHz
1160,74295.4623795606,116876.755917608,90988.3338666247,Natural_Regeneration,8-9 kHz
1170,75549.4676563197,115114.741380855,96022.6831082468,Natural_Regeneration,8-9 kHz
1180,74402.1432219479,116415.785159681,93804.6221091289,Natural_Regeneration,8-9 kHz
1190,92751.5246158979,102082.015099047,103886.581997053,Natural_Regeneration,8-9 kHz
1200,96932.8308919504,97132.5328019591,96030.8810412265,Plantation,8-9 kHz
1210,93569.2033091859,125525.154738399,104479.988737722,Natural_Regeneration,8-9 kHz
1220,98990.0490149223,105537.256499707,106940.513187309,Natural_Regeneration,8-9 kHz
1230,95246.8687737486,107422.112685251,102205.606176578,Natural_Regeneration,8-9 kHz
1240,98562.9687766229,87991.9565553548,104317.375741915,Pasture,8-9 kHz
1250,82146.8156559265,87056.3455140134,92466.8508703832,Natural_Regeneration,8-9 kHz
1260,94133.5770743152,73853.7133055506,103825.990458546,Pasture,8-9 kHz
1270,83274.7678982779,105361.297500469,90732.1842466457,Natural_Regeneration,8-9 kHz
1280,87966.2597717164,130520.420243639,88151.8292672295,Natural_Regeneration,8-9 kHz
1290,73310.8942796149,131152.238463428,80080.2415430607,Natural_Regeneration,8-9 kHz
1300,75319.2316910489,124966.437206877,80912.2567643005,Natural_Regeneration,8-9 kHz
1310,82650.7189072282,157302.197708455,93892.089359477,Natural_Regeneration,8-9 kHz
1320,76905.7812036344,102849.409094189,80792.8145727242,Natural_Regeneration,8-9 kHz
1330,84848.5244023171,89571.0070170635,88089.400624463,Natural_Regeneration,8-9 kHz
1340,89907.6148827006,99428.5138641949,88149.7579744471,Plantation,8-9 kHz
1350,96917.2679519774,105000.05892149,94965.9612124197,Plantation,8-9 kHz
1360,84975.1281824571,101240.814451232,91890.3133164523,Natural_Regeneration,8-9 kHz
1370,93404.1783774619,89432.6952989592,98782.7232273968,Pasture,8-9 kHz
1380,88835.4503279451,84854.1395734092,93936.2023212717,Pasture,8-9 kHz
1390,93121.8635536118,100148.617058205,97764.5922260646,Natural_Regeneration,8-9 kHz
1400,100244.963417876,102016.728193218,105264.398814295,Natural_Regeneration,8-9 kHz
1410,100741.727986694,92753.0328157763,106277.394432545,Pasture,8-9 kHz
1420,98270.7321644429,92366.9840887131,94510.8902081108,Pasture,8-9 kHz
1430,96033.9700265768,118280.553028055,86660.7140875226,Plantation,8-9 kHz
1440,100600.539576699,115164.346633406,96808.0554014743,Plantation,8-9 kHz
