nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category,dist_road_cat
0,60676.9104664941,57918.2641073176,44215.5502075221,Plantation,6-7 kHz,Low
10,67655.8652172251,49547.8409929483,54285.8928453146,Pasture,6-7 kHz,Low
20,80206.1069086981,44465.1379597481,52529.5031237866,Pasture,6-7 kHz,Low
30,71279.960246645,44446.2623423135,42388.9840246923,Plantation,6-7 kHz,Low
40,54565.6678793508,36541.8387821965,33420.7234767304,Plantation,6-7 kHz,Low
50,45214.4121931856,37360.9178613109,33742.4057002426,Plantation,6-7 kHz,Low
60,52053.0611370684,47452.9092477664,39956.9419598141,Plantation,6-7 kHz,Low
70,55871.2199034483,47984.0055965017,44123.733943516,Plantation,6-7 kHz,Low
80,59684.5341224783,38786.4426774232,55235.0290948691,Pasture,6-7 kHz,Low
90,69010.7573409042,40986.235523309,53187.9306611508,Pasture,6-7 kHz,Low
100,83730.4359787985,52810.9438019633,65409.2869656543,Pasture,6-7 kHz,Low
110,86981.154831634,44386.970531926,64549.8658238239,Pasture,6-7 kHz,Low
120,77113.6630803353,31778.466705933,41446.9223844416,Pasture,6-7 kHz,Low
130,44828.1777533819,51778.6601575175,42643.153753927,Plantation,6-7 kHz,Low
140,57251.776193877,48897.4886139111,44747.534363346,Plantation,6-7 kHz,Low
150,55347.6628551118,50577.3612681828,30862.0053175706,Plantation,6-7 kHz,Low
160,40860.2601156703,40297.2823462118,43350.9947117269,Pasture,6-7 kHz,Low
170,36353.7079414205,41468.0395748422,39613.4536518565,Natural_Regeneration,6-7 kHz,Low
180,49641.7626903175,49398.0332506044,56931.2019007653,Pasture,6-7 kHz,Low
190,24460.2909364239,38397.327737721,43372.7308436259,Natural_Regeneration,6-7 kHz,Low
200,26459.3404890951,49868.5443479898,46181.7997905189,Natural_Regeneration,6-7 kHz,Low
210,38622.7853367316,54751.3505429374,52849.0714402477,Natural_Regeneration,6-7 kHz,Low
220,38247.6480133376,70111.8031797016,60222.6561442728,Natural_Regeneration,6-7 kHz,Low
230,55894.1735476664,76316.2500404148,75652.7068786914,Natural_Regeneration,6-7 kHz,Low
240,45577.8178793858,81828.2796188029,77605.8633834444,Natural_Regeneration,6-7 kHz,Low
250,58686.694740666,128322.001429429,67981.605577977,Natural_Regeneration,6-7 kHz,Low
260,78545.8362020925,140952.534176351,84167.4648277921,Natural_Regeneration,6-7 kHz,Low
270,57081.3187177183,109079.07224076,57870.2515136913,Natural_Regeneration,6-7 kHz,Low
280,26945.7339012918,89656.8315094296,64005.6256041866,Natural_Regeneration,6-7 kHz,Low
290,34880.940401609,84933.0028206183,42309.099568779,Natural_Regeneration,6-7 kHz,Low
300,68070.1917194608,72027.5874714842,39242.008782548,Plantation,6-7 kHz,Low
310,66429.8564444664,264838.110713465,180436.584228608,Natural_Regeneration,6-7 kHz,Low
320,173710.777068195,479729.583886686,277289.318696979,Natural_Regeneration,6-7 kHz,Low
330,183345.254240338,425593.864646253,277177.287216439,Natural_Regeneration,6-7 kHz,Low
340,154809.409783635,332145.077200703,188241.372890735,Natural_Regeneration,6-7 kHz,Low
350,98366.7239715161,251015.354415315,157960.771371173,Natural_Regeneration,6-7 kHz,Low
360,100300.253242085,251658.841332243,149033.353723953,Natural_Regeneration,6-7 kHz,Low
370,160409.64537412,293558.393140597,198353.027324273,Natural_Regeneration,6-7 kHz,Low
380,159700.008900694,321376.503761835,213407.225355296,Natural_Regeneration,6-7 kHz,Low
390,170292.830807927,283246.163413092,179378.160924324,Natural_Regeneration,6-7 kHz,Low
400,94030.9664149121,240404.721201757,157395.081793701,Natural_Regeneration,6-7 kHz,Low
410,140284.016203843,212460.552405609,111461.494443748,Plantation,6-7 kHz,Low
420,132113.722181062,195571.808132714,123824.257930003,Plantation,6-7 kHz,Low
430,152345.886517842,163089.866234391,119417.769693999,Plantation,6-7 kHz,Low
440,128644.315410084,196087.025294105,137701.557385475,Natural_Regeneration,6-7 kHz,Low
450,126847.730835231,159938.61803677,166490.77188372,Natural_Regeneration,6-7 kHz,Low
460,126289.681814628,139151.004710183,136479.574489367,Natural_Regeneration,6-7 kHz,Low
470,119856.261537717,130887.167262826,111079.978228098,Plantation,6-7 kHz,Low
480,97877.1045769937,173151.410326147,150432.590473392,Natural_Regeneration,6-7 kHz,Low
490,104444.938871839,189410.016592972,156041.81416037,Natural_Regeneration,6-7 kHz,Low
500,72792.1934201356,156303.495415644,139195.991260462,Natural_Regeneration,6-7 kHz,Low
510,79758.3598945727,154602.719759045,138271.8795032,Natural_Regeneration,6-7 kHz,Low
520,85995.478921731,184482.574774064,143185.856344827,Natural_Regeneration,6-7 kHz,Low
530,104828.153306368,154789.872044041,158332.357486182,Natural_Regeneration,6-7 kHz,Low
540,95585.6871767418,137813.833023723,129834.967058019,Natural_Regeneration,6-7 kHz,Low
550,84531.0396166863,60961.9204876879,147706.994966605,Pasture,6-7 kHz,Low
560,83996.9918429605,82948.3011851022,109812.002416956,Pasture,6-7 kHz,Low
570,56807.0794005586,109111.75581437,183567.869073401,Natural_Regeneration,6-7 kHz,Low
580,108272.178341051,122903.729363693,183063.722818342,Natural_Regeneration,6-7 kHz,Low
590,116107.866319374,95757.3993593967,146214.539546576,Pasture,6-7 kHz,Low
600,81846.7842760632,95567.6931096577,133791.580297787,Natural_Regeneration,6-7 kHz,Low
610,70894.7452568362,72048.3686479843,106731.481160256,Natural_Regeneration,6-7 kHz,Low
620,108817.42262794,182644.531981539,165817.302477494,Natural_Regeneration,6-7 kHz,Low
630,69425.5224508856,138835.623367978,144625.448998159,Natural_Regeneration,6-7 kHz,Low
640,62688.6794971318,84159.2661016017,98021.627023969,Natural_Regeneration,6-7 kHz,Low
650,55770.0577719566,88405.554311295,104034.736048491,Natural_Regeneration,6-7 kHz,Low
660,81891.7108424501,73561.1882138854,101306.68624197,Pasture,6-7 kHz,Low
670,125397.830829709,33737.6446948234,113474.496296153,Pasture,6-7 kHz,Low
680,137370.208484532,53834.7139363556,127892.38184935,Pasture,6-7 kHz,Low
690,78278.063402999,108963.427503722,123874.761994352,Natural_Regeneration,6-7 kHz,Low
700,54106.4376306737,68082.2635045527,113021.488503495,Natural_Regeneration,6-7 kHz,Low
710,83051.7726448569,70872.17916233,111082.081032639,Pasture,6-7 kHz,Low
720,89814.708238177,64371.3967182025,60515.0643658175,Plantation,6-7 kHz,Low
730,74878.2743103231,56079.5020139197,64984.6904176082,Pasture,6-7 kHz,Low
740,56374.9957336096,62684.0557254077,79154.462264019,Natural_Regeneration,6-7 kHz,Low
750,66692.6442133366,42324.2517688498,81722.7966990782,Pasture,6-7 kHz,Low
760,79186.7830015434,66626.5905175614,75755.6199981389,Pasture,6-7 kHz,Low
770,114007.6398824,78509.5239279905,58320.0973341176,Plantation,6-7 kHz,Low
780,97964.8832197439,70651.6833421473,101984.877152978,Pasture,6-7 kHz,Low
790,109125.989004151,64540.8190500951,132534.829735956,Pasture,6-7 kHz,Low
800,80329.0164060237,40344.8231257955,101531.833557347,Pasture,6-7 kHz,Low
810,71069.621455085,36501.9395695164,81654.7369271783,Pasture,6-7 kHz,Low
820,53188.6415228341,42661.2777346993,91660.0221053987,Pasture,6-7 kHz,Low
830,46204.0474387196,53215.6727182893,72215.8806914845,Natural_Regeneration,6-7 kHz,Low
840,56646.1330244854,61041.7265549798,68350.1991689932,Natural_Regeneration,6-7 kHz,Low
850,55197.6343538358,69188.6194059453,83741.5511266088,Natural_Regeneration,6-7 kHz,Low
860,93467.6877397035,98383.828241627,59188.2727351414,Plantation,6-7 kHz,Low
870,92282.8602676345,54162.7414165065,103767.251168078,Pasture,6-7 kHz,Low
880,81001.8943105682,67058.0924703418,122950.93203637,Pasture,6-7 kHz,Low
890,53952.979952694,47463.705946345,132418.637457678,Pasture,6-7 kHz,Low
900,57693.3080569724,62885.422002558,128325.494481248,Natural_Regeneration,6-7 kHz,Low
910,73305.1442936901,70006.4866630695,128624.095017409,Pasture,6-7 kHz,Low
920,75425.1833504717,91222.1993299561,137173.933813629,Natural_Regeneration,6-7 kHz,Low
930,52997.7020482203,37365.1325597641,73027.6026711321,Pasture,6-7 kHz,Low
940,51267.403641744,25920.9548318804,76679.1284375796,Pasture,6-7 kHz,Low
950,47620.4894333907,58028.6686501572,88557.932793369,Natural_Regeneration,6-7 kHz,Low
960,28638.9457675029,56793.2117556083,77842.6971248998,Natural_Regeneration,6-7 kHz,Low
970,82811.9700749448,34369.463574789,96716.2193633065,Pasture,6-7 kHz,Low
980,55893.0326960798,60742.5260965846,57739.3089951958,Natural_Regeneration,6-7 kHz,Low
990,50199.2660859467,68377.2694872363,59989.9284697282,Natural_Regeneration,6-7 kHz,Low
1000,75518.8176277614,37711.1838200705,74916.7310300762,Pasture,6-7 kHz,Low
1010,100397.046798699,86283.2017852323,104772.457964885,Pasture,6-7 kHz,Low
1020,77362.5837569797,76300.3016263694,76918.4882754486,Pasture,6-7 kHz,Low
1030,60041.7740014439,52003.1061673612,70402.3499900489,Pasture,6-7 kHz,Low
1040,82014.2109908019,71419.5201685152,90805.5910274615,Pasture,6-7 kHz,Low
1050,57470.9467441299,65382.7766638694,62444.0587713459,Natural_Regeneration,6-7 kHz,Low
1060,74876.4051956024,79029.4005974555,71189.2051774372,Plantation,6-7 kHz,Low
1070,43205.6491402997,78500.6725917604,39902.0234115762,Plantation,6-7 kHz,Low
1080,66816.8841933911,48299.5841354125,28991.2242617129,Plantation,6-7 kHz,Low
1090,59701.6761562939,54932.6800143156,37031.9723152037,Plantation,6-7 kHz,Low
1100,56213.7418165746,34850.1959836113,27505.8186160428,Plantation,6-7 kHz,Low
1110,42645.5129301581,92181.6166624428,46547.1799690485,Natural_Regeneration,6-7 kHz,Low
1120,47136.7605015381,140482.660013689,47545.5433108109,Natural_Regeneration,6-7 kHz,Low
1130,48618.4851811112,198439.209553476,52497.8227753816,Natural_Regeneration,6-7 kHz,Low
1140,61576.9353340755,210102.989097461,51458.6489453135,Plantation,6-7 kHz,Low
1150,58434.5589897984,146618.682496002,47837.5851933168,Plantation,6-7 kHz,Low
1160,44941.6169302352,136180.218496422,25641.3923238562,Plantation,6-7 kHz,Low
1170,44172.3263889166,153225.824527629,24055.2742475976,Plantation,6-7 kHz,Low
1180,57047.8693554084,153559.44230716,40978.3068824326,Plantation,6-7 kHz,Low
1190,49218.5497296884,136734.28971182,45761.4662624241,Plantation,6-7 kHz,Low
1200,85023.5296160042,135160.979346418,65231.5429094139,Plantation,6-7 kHz,Low
1210,81512.8482306065,106293.986863787,55944.3664327644,Plantation,6-7 kHz,Low
1220,64011.4932006934,42916.0566369048,48147.5261612182,Pasture,6-7 kHz,Low
1230,49480.0332156695,47425.9318727261,54489.8443751865,Pasture,6-7 kHz,Low
1240,61334.335408434,66294.7582534566,60884.619965121,Plantation,6-7 kHz,Low
1250,68529.455734152,25922.9513289917,46601.9990964269,Pasture,6-7 kHz,Low
1260,64077.6758549103,61272.0071000832,48347.4664000847,Plantation,6-7 kHz,Low
1270,59321.3890963807,58231.1292266164,41082.5048066143,Plantation,6-7 kHz,Low
1280,46640.0597232755,33132.0909112762,18230.3763505895,Plantation,6-7 kHz,Low
1290,34748.5934311551,33748.9075906329,24698.2580837204,Plantation,6-7 kHz,Low
1300,27332.0644782049,51870.4858331877,19806.1858660868,Plantation,6-7 kHz,Low
1310,36736.9917396521,47130.2593099524,17992.4298856989,Plantation,6-7 kHz,Low
1320,40031.7815105563,27087.6893788509,24196.039532928,Plantation,6-7 kHz,Low
1330,32104.5639794994,51219.9376778724,23496.1958768578,Plantation,6-7 kHz,Low
1340,20536.5962998951,40972.7606233905,37987.3688738534,Natural_Regeneration,6-7 kHz,Low
1350,23273.3996345378,49082.1020585571,39541.655900551,Natural_Regeneration,6-7 kHz,Low
1360,21713.3443911156,40281.5827912155,26136.8716633535,Natural_Regeneration,6-7 kHz,Low
1370,20158.8628163704,36246.9062467831,28844.4365249318,Natural_Regeneration,6-7 kHz,Low
1380,29999.9501111315,33474.8918885125,34832.4730212965,Natural_Regeneration,6-7 kHz,Low
1390,32655.3581097281,33943.3576413903,49489.3997281023,Natural_Regeneration,6-7 kHz,Low
1400,38853.0861416054,67390.626141412,51212.6312931612,Natural_Regeneration,6-7 kHz,Low
1410,58544.9889012422,78477.2340295393,45813.9367325668,Plantation,6-7 kHz,Low
1420,79497.0165711004,64763.5511399187,56232.7708265573,Plantation,6-7 kHz,Low
1430,54950.7644476301,41417.0868578558,51974.2364354119,Pasture,6-7 kHz,Low
1440,42899.9961410873,48411.0678201707,41908.2316284759,Plantation,6-7 kHz,Low
0,226842.025811979,221220.630249476,179448.79758236,Plantation,7-8 kHz,Low
10,247893.416366111,267903.817830554,185948.595889488,Plantation,7-8 kHz,Low
20,268873.53905121,314749.464599002,219960.609695889,Plantation,7-8 kHz,Low
30,262658.597048402,234736.988364956,196902.169324758,Plantation,7-8 kHz,Low
40,230036.640457991,236353.662505061,177278.814075374,Plantation,7-8 kHz,Low
50,237189.26674877,247230.372436548,187344.074083082,Plantation,7-8 kHz,Low
60,227132.536274102,219160.461578994,180922.457583462,Plantation,7-8 kHz,Low
70,234832.411887954,222312.689067761,183740.987754852,Plantation,7-8 kHz,Low
80,242465.829744929,223354.164731157,189283.91108235,Plantation,7-8 kHz,Low
90,255938.250778547,262897.248267819,223966.783205596,Plantation,7-8 kHz,Low
100,268242.154025491,285498.703843803,225904.334790143,Plantation,7-8 kHz,Low
110,268584.990042122,285011.385407819,231673.646124397,Plantation,7-8 kHz,Low
120,251223.606868331,225106.479155534,180785.725375148,Plantation,7-8 kHz,Low
130,234535.369136317,241627.181767622,186204.12492388,Plantation,7-8 kHz,Low
140,253271.995639946,250134.659428312,202320.025149122,Plantation,7-8 kHz,Low
150,232688.047694917,239692.673369676,161566.518652313,Plantation,7-8 kHz,Low
160,208364.907013032,159497.45829814,115089.707018171,Plantation,7-8 kHz,Low
170,218626.928105005,175602.664713398,127971.427723682,Plantation,7-8 kHz,Low
180,240448.970482166,220203.340688687,151053.272609553,Plantation,7-8 kHz,Low
190,233703.893595503,250980.062046948,154901.463484728,Plantation,7-8 kHz,Low
200,212964.51041503,272753.906987677,158071.297346651,Plantation,7-8 kHz,Low
210,209738.180116707,253024.093623751,164563.86532175,Plantation,7-8 kHz,Low
220,208850.224988895,242359.951876689,161670.313166525,Plantation,7-8 kHz,Low
230,202873.94471913,197370.466079,147156.689019183,Plantation,7-8 kHz,Low
240,188012.500677029,183063.134904653,141301.468359351,Plantation,7-8 kHz,Low
250,156683.454809933,146643.58560874,96804.8765821714,Plantation,7-8 kHz,Low
260,164651.146354946,140460.921402505,119168.179663788,Plantation,7-8 kHz,Low
270,151266.428416998,131823.416877021,105048.767587169,Plantation,7-8 kHz,Low
280,123432.136995129,69987.120343047,83851.0225487587,Pasture,7-8 kHz,Low
290,78754.7997844537,108430.067962557,64827.8424038324,Plantation,7-8 kHz,Low
300,51133.7445440776,152169.666204944,71772.7534192103,Natural_Regeneration,7-8 kHz,Low
310,194610.148509256,160484.026464641,316539.145087302,Pasture,7-8 kHz,Low
320,345684.608012244,427989.88368827,457416.246899282,Natural_Regeneration,7-8 kHz,Low
330,367021.198125649,358304.432647031,439628.876574907,Pasture,7-8 kHz,Low
340,233713.875238736,229317.135052307,306211.929426177,Pasture,7-8 kHz,Low
350,165113.498773967,136081.061235582,242417.642337945,Pasture,7-8 kHz,Low
360,165925.895216029,139818.603520175,187627.848620957,Pasture,7-8 kHz,Low
370,181885.445677665,213339.477177645,255830.332657764,Natural_Regeneration,7-8 kHz,Low
380,226461.5220921,267046.073431757,266930.420248615,Natural_Regeneration,7-8 kHz,Low
390,167101.557231325,221524.858107115,172492.644081606,Natural_Regeneration,7-8 kHz,Low
400,104761.663106495,175713.334529555,164136.075823351,Natural_Regeneration,7-8 kHz,Low
410,114471.598974991,169885.797508617,127618.809067196,Natural_Regeneration,7-8 kHz,Low
420,115011.992397835,166069.022024363,168998.137413649,Natural_Regeneration,7-8 kHz,Low
430,109043.421284728,110097.771730165,125040.960644781,Natural_Regeneration,7-8 kHz,Low
440,141310.35681409,118505.280947237,153061.847898342,Pasture,7-8 kHz,Low
450,90023.2543738852,123811.458097021,149861.515218621,Natural_Regeneration,7-8 kHz,Low
460,98196.7741367915,126790.54255554,76832.2548867272,Plantation,7-8 kHz,Low
470,70156.8653766039,102889.36030815,72489.2110428957,Natural_Regeneration,7-8 kHz,Low
480,62761.1276668451,98440.0303229898,80648.5086891981,Natural_Regeneration,7-8 kHz,Low
490,96160.060973786,89038.1597282445,102709.310957173,Pasture,7-8 kHz,Low
500,75737.312608906,96043.3759849337,95660.0587168013,Natural_Regeneration,7-8 kHz,Low
510,60706.77149879,106105.945642833,119566.977121884,Natural_Regeneration,7-8 kHz,Low
520,85482.9030059278,97705.968913702,87144.0185056478,Natural_Regeneration,7-8 kHz,Low
530,101019.032763368,179749.650535263,95259.3544781311,Plantation,7-8 kHz,Low
540,117266.156715034,124903.336667489,102605.699881052,Plantation,7-8 kHz,Low
550,80925.2710289655,111348.297158402,125219.203653374,Natural_Regeneration,7-8 kHz,Low
560,58228.9460021753,98336.3278311219,81296.4098445269,Natural_Regeneration,7-8 kHz,Low
570,60158.267709282,87602.394243526,143937.25702421,Natural_Regeneration,7-8 kHz,Low
580,115437.313512737,118012.144018879,133648.071525334,Natural_Regeneration,7-8 kHz,Low
590,85659.7140880194,243312.661224937,97023.3299937511,Natural_Regeneration,7-8 kHz,Low
600,72964.1531764837,125772.720118093,98949.3319518023,Natural_Regeneration,7-8 kHz,Low
610,42976.527364085,85109.3142417802,79873.4086042785,Natural_Regeneration,7-8 kHz,Low
620,106896.408592958,136104.177781205,134379.487924742,Natural_Regeneration,7-8 kHz,Low
630,41856.7826495384,74257.0329617924,81179.4981195992,Natural_Regeneration,7-8 kHz,Low
640,30204.7528536437,53520.6396473532,38434.3564581992,Natural_Regeneration,7-8 kHz,Low
650,42772.7122344069,42322.7069139885,69919.390645647,Pasture,7-8 kHz,Low
660,34215.6781481713,95858.3038054718,70374.3212469556,Natural_Regeneration,7-8 kHz,Low
670,151788.021250459,106994.961886462,99834.3011633005,Plantation,7-8 kHz,Low
680,159602.938021064,88057.3659919978,91485.0698654634,Pasture,7-8 kHz,Low
690,61228.4971142574,90947.1109536359,101852.097234556,Natural_Regeneration,7-8 kHz,Low
700,70957.0263968085,55406.04961342,81791.0973004349,Pasture,7-8 kHz,Low
710,80493.8673378695,33103.5587666756,82984.0875831512,Pasture,7-8 kHz,Low
720,71094.2370830169,128263.679316301,57958.2088546639,Plantation,7-8 kHz,Low
730,102015.074852148,90430.9428203058,49731.8944822186,Plantation,7-8 kHz,Low
740,63716.4915478612,70844.9777273073,47317.9752334427,Plantation,7-8 kHz,Low
750,64323.2625232272,49404.5234397942,84579.6279578309,Pasture,7-8 kHz,Low
760,72593.2746068332,68085.9078455725,88681.8818970611,Pasture,7-8 kHz,Low
770,75990.6969217498,80254.1765152317,80124.582193304,Natural_Regeneration,7-8 kHz,Low
780,132425.876159202,85250.9843833951,107395.364654885,Pasture,7-8 kHz,Low
790,136972.462680158,103002.311011817,132424.110059835,Pasture,7-8 kHz,Low
800,76203.7833647734,61162.2451695752,83047.6677737019,Pasture,7-8 kHz,Low
810,74374.6514026643,38271.8379309073,77771.0344559008,Pasture,7-8 kHz,Low
820,60497.1428271305,42852.9882413946,101054.757092217,Pasture,7-8 kHz,Low
830,52298.6430869335,60802.8992082391,60747.1487906642,Natural_Regeneration,7-8 kHz,Low
840,45328.0865854464,50415.7158708842,67938.8074222326,Natural_Regeneration,7-8 kHz,Low
850,59338.7509657339,113589.361786543,83674.8942698824,Natural_Regeneration,7-8 kHz,Low
860,81073.8091131199,159387.804663528,63290.5210355515,Plantation,7-8 kHz,Low
870,123236.501832621,144493.69385412,104089.488259387,Plantation,7-8 kHz,Low
880,111394.589939265,40063.957988592,112819.619558664,Pasture,7-8 kHz,Low
890,75852.5261089465,44981.7305081394,138160.07135784,Pasture,7-8 kHz,Low
900,59302.3622683246,49009.5852170663,105253.603005165,Pasture,7-8 kHz,Low
910,80991.9271479403,43577.5755167512,123719.396261191,Pasture,7-8 kHz,Low
920,82087.153826593,34025.8687910916,119077.423599443,Pasture,7-8 kHz,Low
930,55983.1660682538,108624.236910713,68846.3320678111,Natural_Regeneration,7-8 kHz,Low
940,68641.6199146309,123047.184272227,78407.1535705986,Natural_Regeneration,7-8 kHz,Low
950,47279.1949573798,92835.3077290686,87371.6110526067,Natural_Regeneration,7-8 kHz,Low
960,32838.0503156119,109113.13912063,100492.621858105,Natural_Regeneration,7-8 kHz,Low
970,66958.8454852043,107828.784706115,96353.9435252397,Natural_Regeneration,7-8 kHz,Low
980,33883.5095087579,71985.9680436955,77966.4996711423,Natural_Regeneration,7-8 kHz,Low
990,49212.2897232893,25114.5574256811,84143.8308907145,Pasture,7-8 kHz,Low
1000,69974.2744846823,59088.6695403201,80431.484412768,Pasture,7-8 kHz,Low
1010,55055.5226000136,44664.6564463691,98061.9782618273,Pasture,7-8 kHz,Low
1020,65029.7646246793,28624.7907778916,51699.9005519505,Pasture,7-8 kHz,Low
1030,78302.164345514,48285.8295296252,47048.1875270486,Plantation,7-8 kHz,Low
1040,55384.5676338473,47445.2850625659,64820.1414260239,Pasture,7-8 kHz,Low
1050,66852.7338785965,58028.5708205931,80294.2081024555,Pasture,7-8 kHz,Low
1060,29980.8815767281,69100.4814241244,30855.2780058593,Natural_Regeneration,7-8 kHz,Low
1070,98040.5907633599,57823.2658362171,66169.0351191735,Pasture,7-8 kHz,Low
1080,226613.78872388,186568.441464097,185052.972342434,Plantation,7-8 kHz,Low
1090,223321.260044115,212335.996602748,196487.602759784,Plantation,7-8 kHz,Low
1100,185109.860709788,87895.6212784045,169080.002419281,Pasture,7-8 kHz,Low
1110,138912.416888879,63220.2208882695,138726.316527638,Pasture,7-8 kHz,Low
1120,95651.2456745902,162246.865113452,121170.314137026,Natural_Regeneration,7-8 kHz,Low
1130,61696.2284167268,266791.177315714,79514.4813912477,Natural_Regeneration,7-8 kHz,Low
1140,65238.6901408889,308664.549053383,91224.922431702,Natural_Regeneration,7-8 kHz,Low
1150,99371.5084421151,252314.854480119,112518.544703787,Natural_Regeneration,7-8 kHz,Low
1160,127572.789295951,176186.813971188,129494.788826785,Natural_Regeneration,7-8 kHz,Low
1170,180058.814106965,147670.691799066,178573.96841209,Pasture,7-8 kHz,Low
1180,151431.252442807,150681.117396309,160977.330667412,Pasture,7-8 kHz,Low
1190,197210.761906431,128076.823019937,173076.322427107,Pasture,7-8 kHz,Low
1200,216291.165218271,132198.914583642,192827.718001496,Pasture,7-8 kHz,Low
1210,222387.295306211,87218.0967003971,201036.198356135,Pasture,7-8 kHz,Low
1220,218306.604949554,91987.6882631603,191860.811118549,Pasture,7-8 kHz,Low
1230,232336.837402306,111616.095805574,219501.568710325,Pasture,7-8 kHz,Low
1240,242121.70008763,148345.659775801,221718.836589843,Pasture,7-8 kHz,Low
1250,209701.120016492,120136.477873792,181204.868700222,Pasture,7-8 kHz,Low
1260,210041.950340784,129934.564222453,176738.334452055,Pasture,7-8 kHz,Low
1270,248461.598557919,192494.191233364,227868.891830348,Pasture,7-8 kHz,Low
1280,252485.435665067,126525.452233218,213744.708115678,Pasture,7-8 kHz,Low
1290,240234.625613316,169343.167476706,203200.920197191,Pasture,7-8 kHz,Low
1300,256501.150894692,155500.539231585,202262.009117424,Pasture,7-8 kHz,Low
1310,233687.039644587,142598.625649572,195204.687305743,Pasture,7-8 kHz,Low
1320,219741.118812224,198150.685783766,211863.147968489,Pasture,7-8 kHz,Low
1330,207690.477096489,227803.605512851,219303.015984255,Natural_Regeneration,7-8 kHz,Low
1340,254380.799913438,266485.841549155,277734.98972482,Natural_Regeneration,7-8 kHz,Low
1350,289765.476642795,312460.392771617,289382.973326005,Plantation,7-8 kHz,Low
1360,275937.531038416,232851.788402642,269085.760680607,Pasture,7-8 kHz,Low
1370,285137.061429821,272921.020737112,253322.064047949,Plantation,7-8 kHz,Low
1380,282066.694351347,322321.784695417,249041.335717528,Plantation,7-8 kHz,Low
1390,242385.444786954,265116.224476493,222615.715039996,Plantation,7-8 kHz,Low
1400,214322.289246034,265501.072089731,196747.017585566,Plantation,7-8 kHz,Low
1410,216299.74283783,271986.880560021,208988.577555958,Plantation,7-8 kHz,Low
1420,241625.514811693,292451.058595038,191292.067002135,Plantation,7-8 kHz,Low
1430,213748.050731931,248627.678127411,171916.039980275,Plantation,7-8 kHz,Low
1440,219166.62822854,220304.116121124,157355.498002874,Plantation,7-8 kHz,Low
0,99354.9799650904,64236.5463584875,80931.9981665402,Pasture,8-9 kHz,Low
10,119836.794505867,85807.8574072261,92653.6771606006,Pasture,8-9 kHz,Low
20,120598.712571946,107321.488472296,93986.7180225167,Plantation,8-9 kHz,Low
30,137947.198382517,95229.6115481287,88213.7358003847,Plantation,8-9 kHz,Low
40,103658.397601091,109644.768128446,67001.008084533,Plantation,8-9 kHz,Low
50,107968.166474941,72356.9477966312,64218.8021744325,Plantation,8-9 kHz,Low
60,89061.5999893333,43375.5460712784,63818.1724642007,Pasture,8-9 kHz,Low
70,83663.9237183771,37509.7113394969,64821.8115000243,Pasture,8-9 kHz,Low
80,90435.5969172159,46786.2687170086,66298.7198555704,Pasture,8-9 kHz,Low
90,94949.4505050752,47295.7291754835,71561.3545889889,Pasture,8-9 kHz,Low
100,106980.029782541,63418.2154889185,76658.4857305224,Pasture,8-9 kHz,Low
110,130579.146470328,89153.7429349579,92232.4039040972,Pasture,8-9 kHz,Low
120,133604.824112532,70051.5201398208,89098.0832607116,Pasture,8-9 kHz,Low
130,130734.531447167,59727.1730367,89737.2917000861,Pasture,8-9 kHz,Low
140,140164.17111725,60015.2704289243,101128.438167458,Pasture,8-9 kHz,Low
150,115462.349301108,90547.497077518,84885.4710240446,Plantation,8-9 kHz,Low
160,102797.674629158,53555.3172721949,68286.2032755056,Pasture,8-9 kHz,Low
170,116564.245479675,65419.8301839327,73582.2922969467,Pasture,8-9 kHz,Low
180,123867.247443819,101598.244612092,87664.0472521501,Plantation,8-9 kHz,Low
190,121202.782935448,110625.449082579,81524.7255057288,Plantation,8-9 kHz,Low
200,130049.887044559,107842.699552113,91498.7852114056,Plantation,8-9 kHz,Low
210,128144.450805089,101595.426750071,102722.23919174,Pasture,8-9 kHz,Low
220,124891.809955274,108154.272398049,112404.123647262,Pasture,8-9 kHz,Low
230,140164.095182259,141341.326961514,121019.691773966,Plantation,8-9 kHz,Low
240,131047.969387715,122983.488338985,128511.216807792,Pasture,8-9 kHz,Low
250,118688.428290302,109227.073011137,116381.65474641,Pasture,8-9 kHz,Low
260,124142.831588167,104501.610606991,105935.1183638,Pasture,8-9 kHz,Low
270,125225.447859062,92635.0116960886,105484.117403115,Pasture,8-9 kHz,Low
280,123326.784735687,42088.0760983526,107968.112381049,Pasture,8-9 kHz,Low
290,95470.9937992442,62541.3661056977,77650.3592077512,Pasture,8-9 kHz,Low
300,60378.0385300128,148475.314489212,67459.2078734365,Natural_Regeneration,8-9 kHz,Low
310,239829.814378941,179012.113495445,258628.143604267,Pasture,8-9 kHz,Low
320,381521.3169631,401905.260310308,351726.140892268,Plantation,8-9 kHz,Low
330,345062.62334619,271605.753992917,328229.986611005,Pasture,8-9 kHz,Low
340,242300.901887961,191565.953493937,256736.201736096,Pasture,8-9 kHz,Low
350,201171.119955976,119246.849059018,201576.80936789,Pasture,8-9 kHz,Low
360,132698.259674076,94402.8206168306,122348.803159985,Pasture,8-9 kHz,Low
370,160297.072425791,123318.556589176,180325.796662419,Pasture,8-9 kHz,Low
380,179702.725306896,135778.945845753,172909.983834245,Pasture,8-9 kHz,Low
