nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category,dist_road_cat
390,136546.986147061,102842.476100648,112849.865280068,Pasture,8-9 kHz,Low
400,138222.432938318,95274.5403378158,128245.832710161,Pasture,8-9 kHz,Low
410,102747.792806023,101244.529971934,101391.004051889,Pasture,8-9 kHz,Low
420,99599.575813801,91279.5280898434,128940.529780623,Pasture,8-9 kHz,Low
430,82964.3639831977,81340.3002639002,80066.1708052303,Plantation,8-9 kHz,Low
440,106965.099990368,164449.865645422,150597.065569607,Natural_Regeneration,8-9 kHz,Low
450,125696.875980464,133557.825188697,134698.332052575,Natural_Regeneration,8-9 kHz,Low
460,61228.4131364382,47935.6374370363,62112.2004850923,Pasture,8-9 kHz,Low
470,61310.604892814,66770.9030047137,64199.5599852929,Natural_Regeneration,8-9 kHz,Low
480,33994.9154964658,62484.203336938,44954.4455625467,Natural_Regeneration,8-9 kHz,Low
490,47690.9461411798,74554.0719065831,96096.5395566958,Natural_Regeneration,8-9 kHz,Low
500,68668.6095703939,72779.7220428653,77136.7014950748,Natural_Regeneration,8-9 kHz,Low
510,82237.0061792242,82319.3041515464,85661.0830223284,Natural_Regeneration,8-9 kHz,Low
520,72897.9526648001,83373.9071813309,78550.0088953549,Natural_Regeneration,8-9 kHz,Low
530,81046.7451976549,129693.403776602,90301.4888584066,Natural_Regeneration,8-9 kHz,Low
540,107805.272330354,121547.840720747,110729.816527088,Natural_Regeneration,8-9 kHz,Low
550,137820.125996824,124041.066300466,139679.06977488,Pasture,8-9 kHz,Low
560,98000.9697622632,110943.557000766,92380.924733333,Plantation,8-9 kHz,Low
570,110682.548697636,93299.7733667381,121176.667038968,Pasture,8-9 kHz,Low
580,133933.875034642,83016.2286372722,121731.086391489,Pasture,8-9 kHz,Low
590,64328.208111407,155775.199174604,74488.1727068434,Natural_Regeneration,8-9 kHz,Low
600,110539.77905443,114437.650669783,118396.406189537,Natural_Regeneration,8-9 kHz,Low
610,75102.7756081518,82590.1299833965,88074.6375364602,Natural_Regeneration,8-9 kHz,Low
620,151448.626080074,122295.148725139,152886.348453555,Pasture,8-9 kHz,Low
630,47378.671184433,37736.7457516558,69809.6685318649,Pasture,8-9 kHz,Low
640,38079.137552465,68291.9642136932,42498.2433656365,Natural_Regeneration,8-9 kHz,Low
650,49551.9340351353,51935.2530198797,59174.1625981443,Natural_Regeneration,8-9 kHz,Low
660,53369.8955227133,83360.5886307614,55831.2226573297,Natural_Regeneration,8-9 kHz,Low
670,72653.7591845777,82705.9091481919,69940.7121026754,Plantation,8-9 kHz,Low
680,63593.6597195423,47378.1539853672,54792.0863834022,Pasture,8-9 kHz,Low
690,46883.2711287493,67491.9102604015,81371.5031635651,Natural_Regeneration,8-9 kHz,Low
700,31401.9139236341,52101.3341043836,46631.5346956908,Natural_Regeneration,8-9 kHz,Low
710,38172.6700862256,28176.9780182375,47950.8985733706,Pasture,8-9 kHz,Low
720,31421.3114768604,108112.076021274,54323.7803563428,Natural_Regeneration,8-9 kHz,Low
730,26441.2729208717,70694.7488988476,46186.0237719216,Natural_Regeneration,8-9 kHz,Low
740,31894.0513949345,55405.3030381814,40351.531998907,Natural_Regeneration,8-9 kHz,Low
750,47924.2682969862,60755.2278051983,55384.9853843116,Natural_Regeneration,8-9 kHz,Low
760,83983.5818943134,62500.9833743664,102094.086453831,Pasture,8-9 kHz,Low
770,73904.1653886851,45422.4447065207,97113.7393130784,Pasture,8-9 kHz,Low
780,84454.353307708,50952.3043203245,104570.43654839,Pasture,8-9 kHz,Low
790,92862.4373571014,129352.249906519,106286.845009114,Natural_Regeneration,8-9 kHz,Low
800,59887.0185959808,83699.666433936,67914.4799635424,Natural_Regeneration,8-9 kHz,Low
810,41818.9895190939,29143.0078297198,55782.9457227058,Pasture,8-9 kHz,Low
820,59154.289210358,21927.0451794627,90822.0684209911,Pasture,8-9 kHz,Low
830,27185.308302602,70479.9792574721,69388.3648824724,Natural_Regeneration,8-9 kHz,Low
840,52827.4800036356,45127.274798191,66110.6668162067,Pasture,8-9 kHz,Low
850,62742.7171943386,75912.6753786223,70119.826153811,Natural_Regeneration,8-9 kHz,Low
860,75706.2134643043,100669.054011823,78232.3441640038,Natural_Regeneration,8-9 kHz,Low
870,101256.428311315,119165.088570727,88239.4986683858,Plantation,8-9 kHz,Low
880,90338.3858223891,54013.9275782471,95535.4347102452,Pasture,8-9 kHz,Low
890,83930.5540196545,36499.0288520908,119402.69683414,Pasture,8-9 kHz,Low
900,102037.341931471,28916.2493160401,101708.010734351,Pasture,8-9 kHz,Low
910,100666.342933188,57655.1147688666,106724.496991366,Pasture,8-9 kHz,Low
920,118978.230099316,43740.7983402052,104435.471965565,Pasture,8-9 kHz,Low
930,87315.1952786767,95284.2823679457,67227.1009292108,Plantation,8-9 kHz,Low
940,79506.5129301455,85707.5982359408,63656.2166472805,Plantation,8-9 kHz,Low
950,58241.2720497728,84912.0839923768,81097.0100422231,Natural_Regeneration,8-9 kHz,Low
960,67616.280263683,63323.3170135044,99569.6495474428,Pasture,8-9 kHz,Low
970,100687.122595388,107037.326242771,97325.5584574657,Plantation,8-9 kHz,Low
980,71523.5195533738,63260.0189404764,72609.177669559,Pasture,8-9 kHz,Low
990,81160.4148354135,33864.9204615551,75010.0174809932,Pasture,8-9 kHz,Low
1000,104141.137518841,22454.7362804197,95750.4048964768,Pasture,8-9 kHz,Low
1010,83277.0102513765,27636.1834395341,104135.875815173,Pasture,8-9 kHz,Low
1020,67164.3930721643,35668.6103076311,56350.1282032114,Pasture,8-9 kHz,Low
1030,54295.8694375567,68420.4478375635,39837.9578217128,Plantation,8-9 kHz,Low
1040,62222.6798252378,55627.4602451188,39676.3215296155,Plantation,8-9 kHz,Low
1050,69087.3303587451,41579.1878325285,42466.4987979454,Pasture,8-9 kHz,Low
1060,48059.4487232106,61793.6217368275,42567.7508905545,Plantation,8-9 kHz,Low
1070,126759.705021925,148243.461201004,75987.2835382543,Plantation,8-9 kHz,Low
1080,278651.514787821,310964.665133388,247554.518774574,Plantation,8-9 kHz,Low
1090,338502.946542929,351667.361448443,304526.412342888,Plantation,8-9 kHz,Low
1100,218416.219970236,135243.586998622,170886.428180359,Pasture,8-9 kHz,Low
1110,165811.870151268,44177.7973241126,131296.82492601,Pasture,8-9 kHz,Low
1120,117534.356412212,140982.640797535,111759.708771775,Plantation,8-9 kHz,Low
1130,51772.9286165214,225826.990761877,67133.8265069538,Natural_Regeneration,8-9 kHz,Low
1140,66033.513434963,261204.154576612,84905.1248482892,Natural_Regeneration,8-9 kHz,Low
1150,76923.5612432322,272762.850646747,90608.4412572845,Natural_Regeneration,8-9 kHz,Low
1160,108227.686811337,189811.285132812,107716.025768095,Plantation,8-9 kHz,Low
1170,103649.609990924,223182.497770608,109540.305727152,Natural_Regeneration,8-9 kHz,Low
1180,102911.412576399,202505.849997526,94812.700875962,Plantation,8-9 kHz,Low
1190,120663.412868046,150846.756198329,93331.5632998798,Plantation,8-9 kHz,Low
1200,114253.023878122,171670.926801714,79777.3574304608,Plantation,8-9 kHz,Low
1210,125549.429803596,162408.854563118,101096.597358924,Plantation,8-9 kHz,Low
1220,128196.942393382,165964.879692583,106592.034848166,Plantation,8-9 kHz,Low
1230,123236.597317534,173198.235314152,103573.676556632,Plantation,8-9 kHz,Low
1240,123063.874363749,143182.636985429,110306.653096014,Plantation,8-9 kHz,Low
1250,97833.2779113721,84616.9639130454,83022.8505681942,Plantation,8-9 kHz,Low
1260,123917.88125239,59334.8863877158,108530.674932086,Pasture,8-9 kHz,Low
1270,98490.0170643889,67656.7174313479,96579.9525010425,Pasture,8-9 kHz,Low
1280,108413.964414559,183827.807777874,86656.9468053651,Plantation,8-9 kHz,Low
1290,105010.782343604,130849.981737926,90172.4098593305,Plantation,8-9 kHz,Low
1300,111610.014288243,127357.905699757,94384.7573666057,Plantation,8-9 kHz,Low
1310,97740.9968477104,144494.230322184,96929.9240870839,Plantation,8-9 kHz,Low
1320,94289.2858319439,73648.9440183765,80529.4763433765,Pasture,8-9 kHz,Low
1330,92913.9433460097,95405.0974420581,80861.0643780393,Plantation,8-9 kHz,Low
1340,89942.4090640693,80268.7786611446,75731.9671243088,Plantation,8-9 kHz,Low
1350,114043.395461008,92871.6533795071,85153.818610442,Plantation,8-9 kHz,Low
1360,101672.858576202,106692.732707365,84009.2017396445,Plantation,8-9 kHz,Low
1370,115155.081386143,82597.2627959887,97597.6002388481,Pasture,8-9 kHz,Low
1380,106535.689715839,127430.596154187,81363.5956396361,Plantation,8-9 kHz,Low
1390,111750.364846638,96452.4423655774,82047.2563531453,Plantation,8-9 kHz,Low
1400,107669.130945166,110753.165529699,81135.0957128468,Plantation,8-9 kHz,Low
1410,106974.626994822,143779.40344131,94026.8015989977,Plantation,8-9 kHz,Low
1420,105573.675780677,113152.57726752,79149.722948944,Plantation,8-9 kHz,Low
1430,123811.198616495,90214.5431421507,75294.4228164988,Plantation,8-9 kHz,Low
1440,133206.821319213,72164.0793697029,65877.5418668512,Plantation,8-9 kHz,Low
0,131437.408905577,96174.7876955267,65179.6264343111,Plantation,0-1 kHz,Medium
10,134415.425980168,107475.723010333,67676.5634897664,Plantation,0-1 kHz,Medium
20,96438.1239301178,84012.4632768446,48030.2070368043,Plantation,0-1 kHz,Medium
30,81696.0570161181,69976.6112555332,33531.0078475668,Plantation,0-1 kHz,Medium
40,117969.285685137,88718.7678700024,56583.9709606536,Plantation,0-1 kHz,Medium
50,97174.1274524849,79847.8711483988,57160.1624209838,Plantation,0-1 kHz,Medium
60,117124.301116418,93239.0338591565,39924.1053640965,Plantation,0-1 kHz,Medium
70,114949.877749349,96045.5292724071,75938.23943791,Plantation,0-1 kHz,Medium
80,94543.9944068433,81286.7324956319,57714.412608467,Plantation,0-1 kHz,Medium
90,69277.7648516233,42171.6130448475,27019.2704566658,Plantation,0-1 kHz,Medium
100,92810.0524940798,56581.3183196079,44100.3187477203,Plantation,0-1 kHz,Medium
110,79861.8230760643,36983.184363953,22744.6982486982,Plantation,0-1 kHz,Medium
120,135090.61811263,109086.200504703,58675.4192394773,Plantation,0-1 kHz,Medium
130,88115.1991882477,63063.4433572648,42014.2310865562,Plantation,0-1 kHz,Medium
140,93517.2532296805,59011.7367863385,24712.3325203953,Plantation,0-1 kHz,Medium
150,48089.326117741,53275.1893049795,33117.91775453,Plantation,0-1 kHz,Medium
160,86799.2953127286,61441.4424859617,31929.1990354517,Plantation,0-1 kHz,Medium
170,104907.986869656,90256.1927029776,45077.1170453565,Plantation,0-1 kHz,Medium
180,113177.755046937,103151.849050593,59652.9352638961,Plantation,0-1 kHz,Medium
190,107654.116538662,88617.3626777632,50950.654608862,Plantation,0-1 kHz,Medium
200,145740.99481656,124568.764004413,78351.8950309318,Plantation,0-1 kHz,Medium
210,112259.454945072,70748.9995790318,41815.7497316685,Plantation,0-1 kHz,Medium
220,150232.700632638,87819.9474550605,61876.5574333,Plantation,0-1 kHz,Medium
230,211324.517666143,153527.757361007,145189.1484934,Plantation,0-1 kHz,Medium
240,155187.160246804,132309.399917148,103407.727088607,Plantation,0-1 kHz,Medium
250,189024.193453504,141601.976892763,145101.108398982,Pasture,0-1 kHz,Medium
260,252398.095020009,208206.362712989,206957.603901283,Plantation,0-1 kHz,Medium
270,189892.008564299,155106.150529971,160594.709951099,Pasture,0-1 kHz,Medium
280,136965.039034091,93016.7140231644,157184.255748761,Pasture,0-1 kHz,Medium
290,223845.982844479,164055.30189853,241131.290675063,Pasture,0-1 kHz,Medium
300,163822.11553309,135115.84883241,239736.74109595,Pasture,0-1 kHz,Medium
310,70506.3529649788,67004.7478191022,141440.91149188,Pasture,0-1 kHz,Medium
320,139196.00438229,93043.3030442148,160009.227726467,Pasture,0-1 kHz,Medium
330,126194.849755058,147799.002326604,176633.432814246,Natural_Regeneration,0-1 kHz,Medium
340,114766.480724021,128233.112275115,144235.129757477,Natural_Regeneration,0-1 kHz,Medium
350,111507.254439312,110511.822950729,132881.367635413,Pasture,0-1 kHz,Medium
360,83048.8316479294,95149.2420198812,83082.6848669842,Natural_Regeneration,0-1 kHz,Medium
370,38382.682446194,88245.2777952154,55439.4924405853,Natural_Regeneration,0-1 kHz,Medium
380,72288.5130658162,130557.099859538,116922.384426224,Natural_Regeneration,0-1 kHz,Medium
390,99342.3606415774,107965.920509555,108306.714475881,Natural_Regeneration,0-1 kHz,Medium
400,117225.117682233,90981.7698229323,105363.447554197,Pasture,0-1 kHz,Medium
410,145239.520432771,111792.807174285,105642.312518767,Plantation,0-1 kHz,Medium
420,154024.4755533,94708.7209433022,126331.659415484,Pasture,0-1 kHz,Medium
430,154277.929329742,92236.383753839,130779.588919072,Pasture,0-1 kHz,Medium
440,175527.186042451,104059.21308114,122367.818404484,Pasture,0-1 kHz,Medium
450,214040.822358188,117775.022956798,178683.029719056,Pasture,0-1 kHz,Medium
460,174710.403096014,97955.3595849504,121128.722622649,Pasture,0-1 kHz,Medium
470,195603.117061107,122375.189899098,137220.812727004,Pasture,0-1 kHz,Medium
480,178152.388057464,81062.8129272068,98435.7109608355,Pasture,0-1 kHz,Medium
490,194527.119266951,100877.919488849,119337.446038763,Pasture,0-1 kHz,Medium
500,171016.850103452,70193.0707570001,110945.228238569,Pasture,0-1 kHz,Medium
510,151801.599464627,86855.2739543631,108843.279955169,Pasture,0-1 kHz,Medium
520,169874.663831595,54701.0414227876,96366.4878209633,Pasture,0-1 kHz,Medium
530,175748.436034628,70343.4152392508,84913.3573782041,Pasture,0-1 kHz,Medium
540,169108.316868854,69425.4055761241,74087.1862004729,Pasture,0-1 kHz,Medium
550,151961.41132016,69652.2888400672,85422.4365581941,Pasture,0-1 kHz,Medium
560,167837.948090914,88399.2232603832,111359.003825042,Pasture,0-1 kHz,Medium
570,127711.486222552,65513.5909902034,83406.2041448747,Pasture,0-1 kHz,Medium
580,157176.850784248,72388.4473467603,105889.776526938,Pasture,0-1 kHz,Medium
590,149271.459017532,46159.3766059721,109884.68439071,Pasture,0-1 kHz,Medium
600,171958.528234606,60959.3954383553,125560.646757508,Pasture,0-1 kHz,Medium
610,167107.068956024,49814.5620673495,117169.735755107,Pasture,0-1 kHz,Medium
620,126920.082544031,111014.803940888,73558.9411756026,Plantation,0-1 kHz,Medium
630,133577.08802228,128514.854558962,100919.146173968,Plantation,0-1 kHz,Medium
640,123133.386191492,110024.541826695,107187.239751693,Plantation,0-1 kHz,Medium
650,109609.11180612,117814.209977377,77614.218361267,Plantation,0-1 kHz,Medium
660,114091.007915197,90357.497538709,83865.7572897822,Plantation,0-1 kHz,Medium
670,152256.005752831,91016.4030187324,128880.473445052,Pasture,0-1 kHz,Medium
680,105299.730832471,170641.145213333,64001.4051093125,Plantation,0-1 kHz,Medium
690,93021.5753788254,162913.537530465,53567.5195562876,Plantation,0-1 kHz,Medium
700,145060.470271809,103469.521938566,110317.051940604,Pasture,0-1 kHz,Medium
710,142385.010747678,122557.759083933,120066.726354128,Plantation,0-1 kHz,Medium
720,150792.266622276,101101.583624158,108133.26120623,Pasture,0-1 kHz,Medium
730,106840.24124263,143915.469728045,93003.3867699428,Plantation,0-1 kHz,Medium
740,104751.711397132,119907.051403342,78836.0224258615,Plantation,0-1 kHz,Medium
750,96379.0865542884,73196.200853807,92107.8809994456,Pasture,0-1 kHz,Medium
760,135414.348802784,94533.9805029158,121358.320774122,Pasture,0-1 kHz,Medium
770,91769.1657593308,166062.015230822,73568.9765111454,Plantation,0-1 kHz,Medium
780,58381.489131223,121412.086432433,50020.6908693822,Plantation,0-1 kHz,Medium
790,52968.1724829755,129075.024599697,59685.6392471705,Natural_Regeneration,0-1 kHz,Medium
800,92431.9272309759,139048.065496622,60865.5055284397,Plantation,0-1 kHz,Medium
810,62781.6268217994,110489.109382367,54279.76320254,Plantation,0-1 kHz,Medium
820,56925.9791774811,102628.716824172,94236.3345927846,Natural_Regeneration,0-1 kHz,Medium
830,41422.8932050509,131489.607345396,88887.2244922417,Natural_Regeneration,0-1 kHz,Medium
840,61567.6244087176,143481.882118269,55261.998583971,Plantation,0-1 kHz,Medium
850,84840.6050490958,163401.028071697,55514.6916294808,Plantation,0-1 kHz,Medium
860,87265.482527047,161349.387484786,66044.4605327884,Plantation,0-1 kHz,Medium
870,64617.2060245959,150868.995752138,43327.217619243,Plantation,0-1 kHz,Medium
880,78785.5019750416,150933.478497242,66896.1532687692,Plantation,0-1 kHz,Medium
890,67317.5639487844,118177.242282699,50235.3667025871,Plantation,0-1 kHz,Medium
900,86546.6117456,91517.8898749656,86641.7044375688,Natural_Regeneration,0-1 kHz,Medium
910,79730.7831597779,122990.521356979,73712.819167368,Plantation,0-1 kHz,Medium
920,60344.1141576409,138093.755081209,69157.4147972996,Natural_Regeneration,0-1 kHz,Medium
930,27066.9115375328,125237.881529118,71105.937492141,Natural_Regeneration,0-1 kHz,Medium
940,80223.9877666143,183146.59231966,50193.6207849367,Plantation,0-1 kHz,Medium
950,73179.8325013113,222965.412063459,49526.6917970443,Plantation,0-1 kHz,Medium
960,92393.487873477,165911.163164402,53329.1675304743,Plantation,0-1 kHz,Medium
970,64343.8762594759,195540.37319743,46814.4342911592,Plantation,0-1 kHz,Medium
980,58938.4197295668,173892.379823561,30263.2405903237,Plantation,0-1 kHz,Medium
990,64985.5603427806,140859.377109018,44445.9732344208,Plantation,0-1 kHz,Medium
1000,78407.0011674688,130925.238790059,60840.6353783699,Plantation,0-1 kHz,Medium
1010,34753.3657881102,133169.719558409,30991.5971025746,Plantation,0-1 kHz,Medium
1020,52753.6386256489,114486.186525134,43510.9346421202,Plantation,0-1 kHz,Medium
1030,64552.9168258326,116222.650487508,47030.1205372798,Plantation,0-1 kHz,Medium
1040,49273.4048004134,113111.534654695,55546.7280470757,Natural_Regeneration,0-1 kHz,Medium
1050,38057.061349902,156333.262994603,69642.7913082091,Natural_Regeneration,0-1 kHz,Medium
1060,63646.6302978721,98313.4159397385,41094.3855077328,Plantation,0-1 kHz,Medium
1070,56340.059166576,104365.122057339,34339.5518182995,Plantation,0-1 kHz,Medium
1080,94948.6762865708,80525.9067705339,46914.8310976579,Plantation,0-1 kHz,Medium
1090,91683.6320864184,51784.6460786681,41815.7674665601,Plantation,0-1 kHz,Medium
1100,110417.02264341,66615.51506036,90642.6327036848,Pasture,0-1 kHz,Medium
1110,72795.8471743336,121323.199900157,99202.4317208381,Natural_Regeneration,0-1 kHz,Medium
1120,65389.2191603056,113018.395616239,102030.673491546,Natural_Regeneration,0-1 kHz,Medium
1130,78210.1828452983,98935.8656288831,101397.676439025,Natural_Regeneration,0-1 kHz,Medium
1140,90702.6996824592,91400.7739256816,68633.4319155643,Plantation,0-1 kHz,Medium
1150,86454.1025187286,74174.4857484013,79774.2888621703,Pasture,0-1 kHz,Medium
1160,123826.287019461,48481.6255909187,94108.4006593634,Pasture,0-1 kHz,Medium
1170,148376.867444504,44464.8744502774,86245.0255877549,Pasture,0-1 kHz,Medium
1180,123843.185282875,51613.6367121431,68512.1785702145,Pasture,0-1 kHz,Medium
1190,102655.734655338,81956.281139578,58787.1897445994,Plantation,0-1 kHz,Medium
1200,108946.507760585,55856.3888497555,67911.4134347015,Pasture,0-1 kHz,Medium
1210,112669.355160313,61440.1832109954,61014.0779036353,Plantation,0-1 kHz,Medium
1220,116058.243039249,36337.4515777542,73191.9317243746,Pasture,0-1 kHz,Medium
1230,115510.649741276,39606.6716155441,65161.6713985191,Pasture,0-1 kHz,Medium
1240,131635.729407622,41684.7793151122,61171.2926224876,Pasture,0-1 kHz,Medium
1250,120431.466616463,54484.274824955,56473.5822158861,Pasture,0-1 kHz,Medium
